response,contrast,Recombination,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,Chr - WT,20X,2,8,5,GW,DV,-0.348887480832898,0.119201821214887,Inf,-2.92686367772816,0.00959105767042823
Genetic gain,Chr - WT,20X,200,8,5,GW,DV,-0.494664813942894,0.119201821214888,Inf,-4.14980919671648,9.8607945298812e-05
Genetic gain,Peri - WT,20X,200,8,5,GW,DV,-0.280827131751252,0.119201821214886,Inf,-2.35589631843798,0.0484766495552482
Genetic gain,Chr - WT,20X,200,2,1,CV,R,-0.342676592898559,0.119201821214889,Inf,-2.87475970925649,0.0112743649327954
Genetic gain,Chr - Peri,20X,200,8,1,CV,R,-0.300276050887942,0.119201821214888,Inf,-2.51905589887446,0.0315732387679274
Genetic gain,Chr - WT,20X,200,8,1,CV,R,-0.294715494583369,0.119201821214888,Inf,-2.47240764930998,0.0357915321299265
Genetic gain,Chr - WT,20X,2,2,2,CV,R,-0.359426831100391,0.119201821214886,Inf,-3.01527969486684,0.00724369121926638
Genetic gain,Peri - WT,20X,2,2,2,CV,R,-0.307324228770924,0.119201821214887,Inf,-2.57818400456237,0.0268464143722669
Genetic gain,Chr - WT,2X,2,2,2,CV,R,0.46328675430421,0.119201821214886,Inf,3.88657446322938,0.000299442108004699
Genetic gain,Chr - WT,20X,2,8,2,CV,R,0.292602743094752,0.119201821214886,Inf,2.45468349487105,0.0375160293151549
Genetic gain,Chr - WT,20X,200,2,3,CV,R,-0.38452102067524,0.119201821214887,Inf,-3.22579820304975,0.00359651337130063
Genetic gain,Chr - WT,2X,2,8,3,CV,R,0.344993959675774,0.119201821214887,Inf,2.89420040868209,0.0106176939299555
Genetic gain,Chr - WT,20X,200,8,4,CV,R,0.396958295772317,0.119201821214888,Inf,3.33013616509023,0.0025003050642658
Genetic gain,Peri - WT,20X,200,8,4,CV,R,0.421099452215706,0.119201821214887,Inf,3.53265955103642,0.00119678939345247
Genetic gain,Chr - Peri,20X,200,2,5,CV,R,-0.283370262511276,0.119201821214887,Inf,-2.37723098207064,0.0459054677326831
Genetic gain,Chr - WT,20X,200,2,5,CV,R,-0.397408464206551,0.119201821214887,Inf,-3.33391268821419,0.00246711432611302
Genetic gain,Chr - WT,20X,200,2,1,GW,R,-0.376145664552104,0.119201821214888,Inf,-3.15553622183354,0.00456591694194863
Genetic gain,Chr - Peri,20X,200,8,1,GW,R,-0.410721274628808,0.119201821214887,Inf,-3.44559563304317,0.00165102569894904
Genetic gain,Chr - WT,20X,200,8,1,GW,R,-0.642028736823952,0.119201821214887,Inf,-5.38606482921562,2.15751404408771e-07
Genetic gain,Chr - WT,20X,2,2,2,GW,R,-0.407063647709066,0.119201821214886,Inf,-3.414911312263,0.00184594480682565
Genetic gain,Chr - WT,20X,200,2,2,GW,R,-0.324485049842343,0.119201821214886,Inf,-2.7221484247073,0.0178183118916171
Genetic gain,Chr - Peri,2X,2,8,2,GW,R,-0.284099341990224,0.11920182121489,Inf,-2.38334732720288,0.0451898841882188
Genetic gain,Peri - WT,2X,2,8,2,GW,R,0.294423672077372,0.119201821214891,Inf,2.46995951132827,0.036025621333992
Genetic gain,Chr - WT,20X,200,8,2,GW,R,-0.529647764152456,0.119201821214885,Inf,-4.44328583870929,2.63766645730579e-05
Genetic gain,Peri - WT,20X,200,8,2,GW,R,-0.332582222389334,0.119201821214885,Inf,-2.79007668674615,0.0145769318895743
Genetic gain,Chr - Peri,20X,200,2,3,GW,R,-0.340075971356678,0.119201821214887,Inf,-2.85294274777579,0.0120542607880277
Genetic gain,Chr - WT,20X,200,2,3,GW,R,-0.489152482866238,0.119201821214887,Inf,-4.10356551503047,0.000120448924458616
Genetic gain,Chr - Peri,20X,2,8,3,GW,R,-0.349385157022696,0.119201821214887,Inf,-2.93103874975915,0.00946645738208163
Genetic gain,Peri - WT,2X,2,8,3,GW,R,-0.283387679808479,0.119201821214889,Inf,-2.37737709810327,0.0458882622153668
Genetic gain,Chr - Peri,20X,200,8,3,GW,R,-0.301878740291622,0.119201821214888,Inf,-2.53250107435371,0.0304397376739389
Genetic gain,Chr - WT,20X,200,8,3,GW,R,-0.617451981045773,0.119201821214887,Inf,-5.17988714226676,6.64688800666724e-07
Genetic gain,Peri - WT,20X,200,8,3,GW,R,-0.31557324075415,0.119201821214887,Inf,-2.64738606791301,0.0221038470260585
Genetic gain,Chr - WT,20X,200,2,4,GW,R,-0.325343602979786,0.119201821214887,Inf,-2.72935094165453,0.017446878660071
Genetic gain,Chr - WT,20X,200,8,4,GW,R,-0.321624091298554,0.119201821214886,Inf,-2.69814746134423,0.0191067413558698
Genetic gain,Peri - WT,20X,2,2,5,GW,R,-0.293547953290699,0.119201821214888,Inf,-2.46261298945688,0.0367359543336487
Genetic gain,Chr - WT,20X,200,2,5,GW,R,-0.520070815842365,0.119201821214887,Inf,-4.36294354013958,3.81633702233319e-05
Genetic gain,Chr - Peri,20X,200,8,5,GW,R,-0.35926912577334,0.119201821214885,Inf,-3.01395668381346,0.00727460540103253
Genetic gain,Chr - WT,20X,200,8,5,GW,R,-0.738470317365647,0.119201821214889,Inf,-6.19512613011492,1.74672265540465e-09
Genetic gain,Peri - WT,20X,200,8,5,GW,R,-0.379201191592307,0.119201821214886,Inf,-3.18116944630166,0.00418760240544802
