response,contrast,H2,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,3,CV,DV,-0.0469763783636402,0.00541011292048741,Inf,-8.68306799766539,3.85233926769936e-18
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,3,CV,DV,-0.0659084501169504,0.0054101129204873,Inf,-12.1824536910061,3.85506572520517e-34
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,3,CV,DV,-0.0484945509686058,0.00541011292048736,Inf,-8.96368554248906,3.14003564299478e-19
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,3,CV,DV,-0.0653795603336351,0.0054101129204873,Inf,-12.0846942188678,1.27242664058148e-33
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,3,CV,DV,-0.0465542557706398,0.00541011292048738,Inf,-8.605043268939,7.62879767539949e-18
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,3,CV,DV,-0.0675384007189284,0.0054101129204874,Inf,-12.4837321718682,9.15906667417202e-36
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,4,CV,DV,-0.654285714288061,0.00541011292048661,Inf,-120.937533819389,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,4,CV,DV,-0.809047619046918,0.00541011292048724,Inf,-149.543573477586,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,4,CV,DV,-0.659047619046801,0.00541011292048718,Inf,-121.817719654446,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,4,CV,DV,-0.818571428571071,0.00541011292048733,Inf,-151.303945148956,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,4,CV,DV,-0.663809523809002,0.00541011292048725,Inf,-122.697905490153,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,4,CV,DV,-0.794761904761856,0.00541011292048731,Inf,-146.90301597074,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,4,CV,DV,-0.673333333333233,0.00541011292048732,Inf,-124.458277161539,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,4,CV,DV,-0.82380952380959,0.00541011292048728,Inf,-152.272149568255,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,4,CV,DV,-0.6695238095229,0.00541011292048734,Inf,-123.754128492865,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,4,CV,DV,-0.807142857142835,0.00541011292048733,Inf,-149.191499143447,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,4,CV,DV,-0.651428571428503,0.00541011292048735,Inf,-120.409422317533,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,4,CV,DV,-0.809523809523875,0.00541011292048736,Inf,-149.631592061289,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,4,CV,DV,-0.0444432384387202,0.0054101129204873,Inf,-8.21484488251997,2.12438687337115e-16
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,4,CV,DV,-0.074549370407013,0.00541011292048731,Inf,-13.7796329767361,3.37986105611268e-43
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,4,CV,DV,-0.0456438972518929,0.00541011292048738,Inf,-8.43677348748962,3.26217801272991e-17
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,4,CV,DV,-0.0722882745654277,0.00541011292048732,Inf,-13.3616942248437,1.01233476897231e-40
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,4,CV,DV,-0.0469612062897211,0.0054101129204873,Inf,-8.68026360630773,3.94852592725164e-18
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,4,CV,DV,-0.0747085793535274,0.00541011292048728,Inf,-13.8090610032588,2.24741958481468e-43
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,4,CV,DV,-0.0453463428284349,0.00541011292048733,Inf,-8.38177381782823,5.21359491203997e-17
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,4,CV,DV,-0.071811119055618,0.00541011292048725,Inf,-13.2734972654047,3.29821271532372e-40
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,4,CV,DV,-0.0443490470421865,0.00541011292048736,Inf,-8.19743463657527,2.45571256691425e-16
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,4,CV,DV,-0.072259757209015,0.00541011292048729,Inf,-13.356423104475,1.08661438290821e-40
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,4,CV,DV,-0.0449351883033468,0.00541011292048735,Inf,-8.30577641608615,9.91688189990947e-17
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,4,CV,DV,-0.071839029560494,0.00541011292048731,Inf,-13.2786562159267,3.07869497147557e-40
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,5,CV,DV,-0.352380952376526,0.00541011292048655,Inf,-65.13375183763,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,5,CV,DV,-0.389523809525729,0.0054101129204873,Inf,-71.9992013568995,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,5,CV,DV,-0.351428571430245,0.0054101129204873,Inf,-64.9577146716174,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,5,CV,DV,-0.375714285713908,0.00541011292048736,Inf,-69.4466624330759,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,5,CV,DV,-0.358571428571943,0.0054101129204871,Inf,-66.2779934248875,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,5,CV,DV,-0.38428571428548,0.00541011292048735,Inf,-71.0309969372808,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,5,CV,DV,-0.327142857142828,0.0054101129204873,Inf,-60.4687669094644,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,5,CV,DV,-0.39380952380951,0.00541011292048734,Inf,-72.7913686086307,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,5,CV,DV,-0.335714285715107,0.0054101129204873,Inf,-62.0531014137998,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,5,CV,DV,-0.371904761904506,0.00541011292048741,Inf,-68.7425137645741,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,5,CV,DV,-0.355714285714227,0.00541011292048734,Inf,-65.7498819233859,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,5,CV,DV,-0.388095238095226,0.00541011292048733,Inf,-71.7351456058458,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,5,CV,DV,0.0377020991744454,0.00541011292048715,Inf,6.96881927023633,3.19611963804429e-12
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,5,CV,DV,-0.0301692394685317,0.00541011292048727,Inf,-5.5764528230613,2.45472445228447e-08
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,5,CV,DV,0.0315498022348418,0.00541011292048737,Inf,5.83163469941024,5.48869774474014e-09
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,5,CV,DV,-0.0295048214854348,0.00541011292048732,Inf,-5.45364245054928,4.93483790531102e-08
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,5,CV,DV,0.0381861067408974,0.00541011292048729,Inf,7.05828275714769,1.68572777258388e-12
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,5,CV,DV,-0.0300795410336834,0.00541011292048732,Inf,-5.55987305177614,2.6997094882318e-08
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,5,CV,DV,0.0309090557848052,0.00541011292048734,Inf,5.71319975000094,1.10871408337937e-08
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,5,CV,DV,-0.0270424571742262,0.00541011292048737,Inf,-4.99850143087034,5.77775781492563e-07
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,5,CV,DV,0.0315858865778966,0.00541011292048737,Inf,5.83830449421584,5.27347150847763e-09
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,5,CV,DV,-0.0287025505464938,0.00541011292048732,Inf,-5.30535147201852,1.12456103069686e-07
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,5,CV,DV,0.0337668964338599,0.00541011292048732,Inf,6.2414402305707,4.33560107716116e-10
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,5,CV,DV,-0.0288322124209605,0.0054101129204873,Inf,-5.32931804653784,9.85822288875735e-08
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,1,GW,DV,-0.972380952386785,0.00541011292048703,Inf,-179.733947641753,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,1,GW,DV,-0.999285714286444,0.0054101129204868,Inf,-184.706997612266,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,1,GW,DV,-0.978571428572674,0.00541011292048765,Inf,-180.878189227235,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,1,GW,DV,-0.998333333333703,0.00541011292048729,Inf,-184.530960445052,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,1,GW,DV,-0.969285714287065,0.00541011292048717,Inf,-179.161826847744,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,1,GW,DV,-0.998571428571567,0.00541011292048719,Inf,-184.574969736795,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,1,GW,DV,-0.970952380952613,0.00541011292048721,Inf,-179.469891890015,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,1,GW,DV,-0.998333333333273,0.00541011292048719,Inf,-184.530960444976,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,1,GW,DV,-0.974047619048913,0.00541011292048768,Inf,-180.042012683371,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,1,GW,DV,-0.999047619047928,0.00541011292048732,Inf,-184.662988320388,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,1,GW,DV,-0.972380952381077,0.00541011292048729,Inf,-179.733947640689,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,1,GW,DV,-0.998809523809446,0.00541011292048723,Inf,-184.618979028537,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,1,GW,DV,-0.836440370647306,0.00541011292048746,Inf,-154.606822988815,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,1,GW,DV,-0.915013157523764,0.0054101129204873,Inf,-169.130140344898,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,1,GW,DV,-0.847345732566032,0.00541011292048742,Inf,-156.622559458462,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,1,GW,DV,-0.918096015494955,0.00541011292048727,Inf,-169.69997280801,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,1,GW,DV,-0.837835326310247,0.00541011292048734,Inf,-154.864665234155,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,1,GW,DV,-0.914875115969743,0.00541011292048728,Inf,-169.104624878577,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,1,GW,DV,-0.843339853083895,0.00541011292048726,Inf,-155.882116598768,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,1,GW,DV,-0.917693385182031,0.00541011292048727,Inf,-169.625551013338,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,1,GW,DV,-0.847849958984737,0.00541011292048729,Inf,-156.715760178324,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,1,GW,DV,-0.920759795702438,0.00541011292048735,Inf,-170.192343345672,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,1,GW,DV,-0.851565687537867,0.00541011292048729,Inf,-157.40257182306,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,1,GW,DV,-0.920473757535658,0.00541011292048732,Inf,-170.139472329673,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,2,GW,DV,-0.400714285715788,0.00541011292048739,Inf,-74.0676380706096,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,2,GW,DV,-0.379999999999993,0.00541011292048735,Inf,-70.2388296852337,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,2,GW,DV,-0.429047619047564,0.00541011292048734,Inf,-79.3047437924671,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,2,GW,DV,-0.395714285714269,0.00541011292048734,Inf,-73.143442942892,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,2,GW,DV,-0.422142857142394,0.00541011292048734,Inf,-78.0284743306926,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,2,GW,DV,-0.390000000000032,0.00541011292048727,Inf,-72.0872199401165,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,2,GW,DV,-0.441666666666696,0.00541011292048729,Inf,-81.637236256968,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,2,GW,DV,-0.384285714285726,0.00541011292048724,Inf,-71.0309969373276,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,2,GW,DV,-0.437619047618617,0.00541011292048734,Inf,-80.8890782965758,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,2,GW,DV,-0.396904761904764,0.00541011292048736,Inf,-73.3634894018089,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,2,GW,DV,-0.446666666666686,0.00541011292048734,Inf,-82.5614313844028,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,2,GW,DV,-0.391904761904771,0.00541011292048739,Inf,-72.4392942743726,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,2,GW,DV,-0.287465890717441,0.0054101129204874,Inf,-53.1349151010961,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,2,GW,DV,-0.314682054237532,0.00541011292048733,Inf,-58.1655242436578,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,2,GW,DV,-0.291570097792156,0.0054101129204873,Inf,-53.8935327371861,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,2,GW,DV,-0.31738158574265,0.00541011292048719,Inf,-58.664503016338,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,2,GW,DV,-0.287977706926223,0.00541011292048737,Inf,-53.2295187103563,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,2,GW,DV,-0.316092953169887,0.00541011292048735,Inf,-58.4263134273753,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,2,GW,DV,-0.292327845846434,0.00541011292048728,Inf,-54.0335941491041,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,2,GW,DV,-0.317307288483414,0.0054101129204874,Inf,-58.6507699833422,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,2,GW,DV,-0.294423771211499,0.00541011292048738,Inf,-54.4210029510761,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,2,GW,DV,-0.321098511227605,0.00541011292048739,Inf,-59.3515359007845,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,2,GW,DV,-0.295871875541035,0.00541011292048742,Inf,-54.6886691441513,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,2,GW,DV,-0.319635520958712,0.0054101129204873,Inf,-59.0811182051855,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,3,GW,DV,-0.237380952382993,0.00541011292048746,Inf,-43.8772639077568,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,3,GW,DV,-0.263333333333101,0.00541011292048732,Inf,-48.6742767116552,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,3,GW,DV,-0.264761904761845,0.00541011292048737,Inf,-48.938332462383,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,3,GW,DV,-0.278809523809548,0.0054101129204873,Inf,-51.5348806775802,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,3,GW,DV,-0.238809523809428,0.00541011292048736,Inf,-44.1413196580591,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,3,GW,DV,-0.274999999999998,0.00541011292048727,Inf,-50.830732009052,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,3,GW,DV,-0.273095238095172,0.00541011292048736,Inf,-50.4786576747775,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,3,GW,DV,-0.28166666666667,0.00541011292048718,Inf,-52.0629921789702,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,3,GW,DV,-0.284285714285532,0.00541011292048732,Inf,-52.5470943885447,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,3,GW,DV,-0.2852380952381,0.00541011292048733,Inf,-52.72313155571,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,3,GW,DV,-0.283571428571374,0.00541011292048734,Inf,-52.4150665132198,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,3,GW,DV,-0.261428571428572,0.00541011292048742,Inf,-48.3222023774356,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,3,GW,DV,-0.0310740238175091,0.00541011292048741,Inf,-5.74369228040246,9.26340641007686e-09
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,3,GW,DV,-0.0524803580749484,0.00541011292048738,Inf,-9.70041824380639,3.00265230748543e-22
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,3,GW,DV,-0.0355814382299786,0.00541011292048739,Inf,-6.57683836787146,4.8055666215223e-11
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,3,GW,DV,-0.0579498502566949,0.00541011292048739,Inf,-10.7113938485916,8.99964787802232e-27
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,3,GW,DV,-0.0310689188035417,0.00541011292048733,Inf,-5.7427486745957,9.31519335902416e-09
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,3,GW,DV,-0.0558172606651706,0.00541011292048721,Inf,-10.31720806673,5.89113187103422e-25
