response,contrast,H2,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,1,GW,R,-0.874852008584453,0.00541011292048728,Inf,-161.7067927125,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,1,GW,R,-0.799031211552863,0.00541011292048732,Inf,-147.692150477497,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,1,GW,R,-0.884612302337533,0.00541011292048726,Inf,-163.510875898291,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,1,GW,R,-0.794770875840829,0.00541011292048732,Inf,-146.904674176235,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,1,GW,R,-0.883659255740932,0.00541011292048729,Inf,-163.33471569413,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,1,GW,R,-0.798739750878645,0.00541011292048735,Inf,-147.638277170506,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,1,GW,R,-0.88494692002791,0.00541011292048725,Inf,-163.572726306092,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,1,GW,R,-0.802314874556844,0.00541011292048728,Inf,-148.299099547183,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,1,GW,R,-0.886948189046703,0.00541011292048729,Inf,-163.942638921262,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,1,GW,R,-0.802984715471104,0.00541011292048741,Inf,-148.422912289003,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,1,GW,R,-0.887056513544739,0.00541011292048755,Inf,-163.962661515908,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,2,GW,R,-0.419285714285594,0.00541011292048738,Inf,-77.5003628293625,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,2,GW,R,-0.388809523809468,0.00541011292048727,Inf,-71.8671734811866,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,2,GW,R,-0.441428571428517,0.00541011292048734,Inf,-81.5932269651692,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,2,GW,R,-0.390714285714265,0.00541011292048728,Inf,-72.219247815455,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,2,GW,R,-0.432619047619092,0.00541011292048733,Inf,-79.9648831692266,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,2,GW,R,-0.382380952380957,0.0054101129204871,Inf,-70.6789226030664,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,2,GW,R,-0.437619047619051,0.00541011292048733,Inf,-80.8890782966562,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,2,GW,R,-0.403809523809524,0.00541011292048707,Inf,-74.6397588635117,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,2,GW,R,-0.450000000000056,0.00541011292048739,Inf,-83.177561469367,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,2,GW,R,-0.388095238095248,0.00541011292048738,Inf,-71.7351456058492,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,2,GW,R,-0.469523809523807,0.00541011292048747,Inf,-86.7863233955386,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,2,GW,R,-0.401666666666669,0.00541011292048747,Inf,-74.2436752374621,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,2,GW,R,-0.274350592278998,0.00541011292048741,Inf,-50.710696118757,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,2,GW,R,-0.30155980326166,0.00541011292048735,Inf,-55.7400201610756,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,2,GW,R,-0.276739855636855,0.00541011292048742,Inf,-51.1523252294561,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,2,GW,R,-0.308447299670048,0.0054101129204872,Inf,-57.0130982852521,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,2,GW,R,-0.277397636057765,0.00541011292048732,Inf,-51.2739087214427,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,2,GW,R,-0.306343364211845,0.00541011292048726,Inf,-56.6242089054686,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,2,GW,R,-0.278149945798397,0.00541011292048759,Inf,-51.4129649207633,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,2,GW,R,-0.310235817760817,0.00541011292048869,Inf,-57.3436862262006,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,2,GW,R,-0.279736907577493,0.00541011292048738,Inf,-51.7062973894992,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,2,GW,R,-0.311421867825754,0.00541011292048746,Inf,-57.5629145643959,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,2,GW,R,-0.280108014832993,0.00541011292048751,Inf,-51.774892492956,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,2,GW,R,-0.310245693257202,0.0054101129204866,Inf,-57.3455116033506,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,3,GW,R,-0.252142857142768,0.00541011292048741,Inf,-46.6058399978927,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,3,GW,R,-0.272619047619043,0.00541011292048735,Inf,-50.3906390912235,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,3,GW,R,-0.285476190476175,0.0054101129204874,Inf,-52.7671408474883,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,3,GW,R,-0.313333333333309,0.0054101129204874,Inf,-57.9162279860659,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,3,GW,R,-0.25452380952376,0.00541011292048735,Inf,-47.0459329157278,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,3,GW,R,-0.290714285714288,0.00541011292048732,Inf,-53.7353452667124,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,3,GW,R,-0.274047619047627,0.0054101129204873,Inf,-50.6546948419227,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,3,GW,R,-0.29214285714286,0.0054101129204871,Inf,-53.9994010174111,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,3,GW,R,-0.286428571428531,0.00541011292048732,Inf,-52.9431780146155,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,3,GW,R,-0.299761904761908,0.00541011292048739,Inf,-55.4076983544556,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,3,GW,R,-0.278333333333342,0.00541011292048745,Inf,-51.4468620940104,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,3,GW,R,-0.309761904761908,0.00541011292048726,Inf,-57.2560886093315,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,3,GW,R,-0.0364331241280671,0.00541011292048743,Inf,-6.7342631592955,1.64762741118186e-11
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,3,GW,R,-0.0587868022864947,0.0054101129204875,Inf,-10.8660952461594,1.67204703392689e-27
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,3,GW,R,-0.0415565501602226,0.00541011292048751,Inf,-7.68127223423609,1.57516339329216e-14
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,3,GW,R,-0.0653321033104906,0.00541011292048756,Inf,-12.0759223089567,1.41567960200583e-33
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,3,GW,R,-0.0405216250528142,0.00541011292048732,Inf,-7.48997768593048,6.88853243896264e-14
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,3,GW,R,-0.0635481457853916,0.00541011292048722,Inf,-11.7461773385071,7.3886259401977e-32
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,3,GW,R,-0.0383262516790696,0.00541011292048751,Inf,-7.08418701094617,1.39862931063822e-12
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,3,GW,R,-0.0664327838211357,0.0054101129204869,Inf,-12.2793710219189,1.16903571586305e-34
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,3,GW,R,-0.0415001945089061,0.00541011292048736,Inf,-7.67085551056625,1.70852924046057e-14
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,3,GW,R,-0.064947280569169,0.00541011292048729,Inf,-12.004792048466,3.35305639496532e-33
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,3,GW,R,-0.0417614705652897,0.00541011292048754,Inf,-7.71914952221113,1.17108461561296e-14
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,3,GW,R,-0.0678622415218335,0.00541011292048806,Inf,-12.5435905902887,4.3101472993799e-36
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,4,GW,R,-0.58880952380931,0.00541011292048728,Inf,-108.83497857865,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,4,GW,R,-0.830000000000001,0.00541011292048725,Inf,-153.416391154595,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,4,GW,R,-0.597857142857152,0.0054101129204874,Inf,-110.507331666432,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,4,GW,R,-0.829047619047686,0.00541011292048738,Inf,-153.240353987473,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,4,GW,R,-0.610714285714344,0.00541011292048731,Inf,-112.883833422711,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,4,GW,R,-0.833095238095242,0.00541011292048724,Inf,-153.988511947771,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,4,GW,R,-0.598095238095246,0.00541011292048733,Inf,-110.551340958216,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,4,GW,R,-0.810476190476188,0.00541011292048705,Inf,-149.807629228416,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,4,GW,R,-0.61571428571433,0.00541011292048738,Inf,-113.808028550144,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,4,GW,R,-0.824761904761912,0.0054101129204874,Inf,-152.448186735372,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,4,GW,R,-0.606904761904763,0.00541011292048735,Inf,-112.179684754176,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,4,GW,R,-0.823571428571426,0.00541011292048783,Inf,-152.228140276444,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,4,GW,R,-0.0545847403107878,0.00541011292048737,Inf,-10.0893902055321,6.15506828388598e-24
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,4,GW,R,-0.0862050322910009,0.00541011292048731,Inf,-15.9340541607838,3.6772263459171e-57
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,4,GW,R,-0.0549433508125379,0.00541011292048741,Inf,-10.1556754212051,3.12637838243154e-24
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,4,GW,R,-0.0895515855950868,0.0054101129204877,Inf,-16.5526278122517,1.53264292591561e-61
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,4,GW,R,-0.0541557156329199,0.00541011292048748,Inf,-10.0100897021647,1.37627695566557e-23
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,4,GW,R,-0.089559084099247,0.00541011292048738,Inf,-16.5540138284542,1.49775503957015e-61
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,4,GW,R,-0.0560565935733686,0.00541011292048766,Inf,-10.3614461282475,3.71305235107795e-25
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,4,GW,R,-0.0893455634222469,0.00541011292048854,Inf,-16.5145468745926,2.88318288841034e-61
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,4,GW,R,-0.055661053114834,0.0054101129204873,Inf,-10.2883348153518,7.95399769826089e-25
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,4,GW,R,-0.0887701556578852,0.00541011292048753,Inf,-16.4081890641731,1.67116177910114e-60
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,4,GW,R,-0.0551693275798846,0.00541011292048746,Inf,-10.1974447466641,2.0355752115883e-24
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,4,GW,R,-0.0905343337006123,0.00541011292048845,Inf,-16.7342780143743,7.37459028764862e-63
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,5,GW,R,-0.194047619047529,0.00541011292048736,Inf,-35.8675728029072,9.7884787332504e-282
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,5,GW,R,-0.307142857142843,0.00541011292048727,Inf,-56.7719863997182,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,5,GW,R,-0.182380952380954,0.00541011292048735,Inf,-33.7111175055705,3.97279299493052e-249
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,5,GW,R,-0.306428571428551,0.00541011292048734,Inf,-56.6399585243681,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,5,GW,R,-0.194285714285636,0.00541011292048736,Inf,-35.911582094692,2.014773583479e-282
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,5,GW,R,-0.326190476190482,0.0054101129204873,Inf,-60.2927297423399,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,5,GW,R,-0.185714285714293,0.00541011292048731,Inf,-34.32724759053,3.07840866318741e-258
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,5,GW,R,-0.313571428571431,0.00541011292048733,Inf,-57.9602372778543,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,5,GW,R,-0.219999999999922,0.00541011292048737,Inf,-40.6645856072268,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,5,GW,R,-0.305714285714299,0.00541011292048742,Inf,-56.5079306490252,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,5,GW,R,-0.226190476190491,0.00541011292048744,Inf,-41.8088271935942,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,5,GW,R,-0.338809523809524,0.00541011292048758,Inf,-62.6252222068204,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,5,GW,R,0.0768959226130943,0.00541011292048736,Inf,14.2133673997635,7.56962416693111e-46
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,5,GW,R,0.0598403241793255,0.00541011292048745,Inf,11.06082720616,1.94297259897676e-28
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,5,GW,R,0.0703580711289071,0.00541011292048731,Inf,13.0049173026447,1.14722947495043e-38
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,5,GW,R,0.0594718325340831,0.00541011292048734,Inf,10.9927155695534,4.14270851409437e-28
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,5,GW,R,0.0599703976380021,0.00541011292048735,Inf,11.0848698575038,1.48566304868008e-28
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,5,GW,R,0.060548227573369,0.00541011292048743,Inf,11.1916753796543,4.47889703307771e-29
