response,contrast,Map_type,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,20X - 2X,Chr,200,2,1,CV,R,-0.25257368650756,0.119201821214891,Inf,-2.11887439246615,0.0341010835998303
Genetic gain,20X - 2X,Chr,200,8,1,CV,R,-0.273913547217302,0.119201821214888,Inf,-2.29789733433276,0.0215676330506319
Genetic gain,20X - 2X,Chr,2,2,2,CV,R,-0.33521338525377,0.119201821214886,Inf,-2.81214986346123,0.00492115689741767
Genetic gain,20X - 2X,WT,2,2,2,CV,R,0.487500200150832,0.119201821214886,Inf,4.08970429463498,4.31923491037838e-05
Genetic gain,20X - 2X,Chr,200,2,3,CV,R,-0.355195942479976,0.119201821214887,Inf,-2.97978620510889,0.00288449626743023
Genetic gain,20X - 2X,WT,2,2,4,CV,R,-0.247331635713532,0.119201821214886,Inf,-2.0748981281726,0.0379959772383617
Genetic gain,20X - 2X,Peri,200,8,4,CV,R,0.263731154491803,0.11920182121489,Inf,2.21247588169281,0.0269338008757419
Genetic gain,20X - 2X,Chr,200,2,5,CV,R,-0.411868440163807,0.119201821214887,Inf,-3.45521935794358,0.000549845277321107
Genetic gain,20X - 2X,Chr,200,8,5,CV,R,-0.2691046049105,0.119201821214887,Inf,-2.25755447498893,0.0239734496236277
Genetic gain,20X - 2X,Chr,200,2,1,GW,R,-0.334136216309902,0.119201821214889,Inf,-2.80311334931322,0.0050611878128549
Genetic gain,20X - 2X,Chr,200,8,1,GW,R,-0.551232585111799,0.119201821214888,Inf,-4.62436378482908,3.75749911773218e-06
Genetic gain,20X - 2X,Chr,2,2,2,GW,R,-0.340791415897818,0.119201821214887,Inf,-2.8589447075936,0.00425052865260402
Genetic gain,20X - 2X,Peri,2,8,2,GW,R,-0.310050421210937,0.11920182121489,Inf,-2.60105439708003,0.00929377159304879
Genetic gain,20X - 2X,WT,2,8,2,GW,R,-0.267921029859393,0.119201821214889,Inf,-2.24762530579464,0.0246000925377286
Genetic gain,20X - 2X,Chr,200,8,2,GW,R,-0.359050237361079,0.119201821214888,Inf,-3.01212039968592,0.00259429678505511
Genetic gain,20X - 2X,Peri,200,8,2,GW,R,-0.260065448613103,0.119201821214891,Inf,-2.18172378544678,0.0291299243875942
Genetic gain,20X - 2X,Chr,200,2,3,GW,R,-0.485415839089666,0.119201821214886,Inf,-4.07221831128406,4.65675011720137e-05
Genetic gain,20X - 2X,Chr,2,8,3,GW,R,-0.2468670256101,0.119201821214886,Inf,-2.07100045195678,0.0383587538200205
Genetic gain,20X - 2X,WT,2,8,3,GW,R,-0.315032289875062,0.119201821214887,Inf,-2.64284795873336,0.00822119430589754
Genetic gain,20X - 2X,Chr,200,8,3,GW,R,-0.468861457846901,0.119201821214888,Inf,-3.93334139586402,8.37731225560472e-05
Genetic gain,20X - 2X,Peri,200,8,3,GW,R,-0.239400411695954,0.119201821214885,Inf,-2.00836203051283,0.0446048346336198
Genetic gain,20X - 2X,Chr,200,2,5,GW,R,-0.52734556479896,0.119201821214887,Inf,-4.42397238082718,9.69024139846397e-06
Genetic gain,20X - 2X,Peri,200,2,5,GW,R,-0.311348278109021,0.119201821214883,Inf,-2.6119422919534,0.00900294495495787
Genetic gain,20X - 2X,Chr,2,8,5,GW,R,-0.29849466256551,0.119201821214888,Inf,-2.50411159429693,0.0122759308010483
Genetic gain,20X - 2X,Peri,2,8,5,GW,R,-0.295043982889551,0.119201821214885,Inf,-2.4751633815869,0.0133175237194139
Genetic gain,20X - 2X,Chr,200,8,5,GW,R,-0.61771399024598,0.119201821214887,Inf,-5.18208517244394,2.1941897063948e-07
Genetic gain,20X - 2X,Peri,200,8,5,GW,R,-0.318736403449187,0.119201821214886,Inf,-2.67392226226644,0.00749698276902589
