response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,Allele,estimate,SE,df,z.ratio,p.value
QTL fixation,2 - 200,Peri,20X,2,3,CV,positive_QTL,0.41226390775752,0.00591079169084516,Inf,69.7476631423246,0
QTL fixation,2 - 200,WT,20X,2,3,CV,positive_QTL,0.384589995471409,0.00591079169084512,Inf,65.0657332531407,0
QTL fixation,2 - 200,Chr,2X,2,3,CV,positive_QTL,0.393211063503451,0.0059107916908452,Inf,66.5242634269226,0
QTL fixation,2 - 200,Peri,2X,2,3,CV,positive_QTL,0.389149858919451,0.00591079169084514,Inf,65.8371804105668,0
QTL fixation,2 - 200,WT,2X,2,3,CV,positive_QTL,0.37837304490197,0.00591079169084513,Inf,64.0139366589435,0
QTL fixation,2 - 200,Chr,20X,8,3,CV,positive_QTL,0.616228271849676,0.00591079169084518,Inf,104.254777376795,0
QTL fixation,2 - 200,Peri,20X,8,3,CV,positive_QTL,0.586428919775719,0.00591079169084514,Inf,99.2132611751488,0
QTL fixation,2 - 200,WT,20X,8,3,CV,positive_QTL,0.544217786602595,0.00591079169084516,Inf,92.0718940993131,0
QTL fixation,2 - 200,Chr,2X,8,3,CV,positive_QTL,0.559134009126451,0.00591079169084516,Inf,94.5954515691118,0
QTL fixation,2 - 200,Peri,2X,8,3,CV,positive_QTL,0.559800919636343,0.00591079169084517,Inf,94.7082808726589,0
QTL fixation,2 - 200,WT,2X,8,3,CV,positive_QTL,0.539940432647109,0.00591079169084513,Inf,91.3482424838943,0
QTL fixation,2 - 200,Chr,20X,2,4,CV,positive_QTL,0.446273556972013,0.00591079169084527,Inf,75.501486148329,0
QTL fixation,2 - 200,Peri,20X,2,4,CV,positive_QTL,0.42957135890206,0.00591079169084517,Inf,72.6757736306957,0
QTL fixation,2 - 200,WT,20X,2,4,CV,positive_QTL,0.396769429059137,0.00591079169084517,Inf,67.1262750933461,0
QTL fixation,2 - 200,Chr,2X,2,4,CV,positive_QTL,0.414095342599371,0.0059107916908452,Inf,70.0575090881199,0
QTL fixation,2 - 200,Peri,2X,2,4,CV,positive_QTL,0.406973037934995,0.00591079169084515,Inf,68.8525428100147,0
QTL fixation,2 - 200,WT,2X,2,4,CV,positive_QTL,0.384926498763368,0.00591079169084512,Inf,65.1226635781393,0
QTL fixation,2 - 200,Chr,20X,8,4,CV,positive_QTL,0.65768314348395,0.00591079169084521,Inf,111.268198556648,0
QTL fixation,2 - 200,Peri,20X,8,4,CV,positive_QTL,0.623435399031611,0.00591079169084517,Inf,105.474094104383,0
QTL fixation,2 - 200,WT,20X,8,4,CV,positive_QTL,0.573151670324333,0.00591079169084517,Inf,96.9669885697461,0
QTL fixation,2 - 200,Chr,2X,8,4,CV,positive_QTL,0.601889086285615,0.00591079169084521,Inf,101.828844216898,0
QTL fixation,2 - 200,Peri,2X,8,4,CV,positive_QTL,0.58839063643014,0.00591079169084518,Inf,99.5451484682598,0
QTL fixation,2 - 200,WT,2X,8,4,CV,positive_QTL,0.576401400355317,0.0059107916908452,Inf,97.5167846378452,0
QTL fixation,2 - 200,Chr,20X,2,3,GW,positive_QTL,0.233459259259465,0.00591079169084534,Inf,39.4971217850645,0
QTL fixation,2 - 200,Peri,20X,2,3,GW,positive_QTL,0.24020952380948,0.00591079169084516,Inf,40.6391455448388,0
QTL fixation,2 - 200,WT,20X,2,3,GW,positive_QTL,0.254723809523746,0.00591079169084517,Inf,43.0947025113861,0
QTL fixation,2 - 200,Chr,2X,2,3,GW,positive_QTL,0.246048324515142,0.0059107916908452,Inf,41.6269659606223,0
QTL fixation,2 - 200,Peri,2X,2,3,GW,positive_QTL,0.256253262786591,0.00591079169084517,Inf,43.3534585871947,0
QTL fixation,2 - 200,WT,2X,2,3,GW,positive_QTL,0.254013403880067,0.00591079169084515,Inf,42.9745146108755,0
QTL fixation,2 - 200,Chr,20X,8,3,GW,positive_QTL,0.421388359788378,0.0059107916908452,Inf,71.2913568652803,0
QTL fixation,2 - 200,Peri,20X,8,3,GW,positive_QTL,0.420806701940027,0.00591079169084516,Inf,71.1929507838666,0
QTL fixation,2 - 200,WT,20X,8,3,GW,positive_QTL,0.399750617283953,0.00591079169084515,Inf,67.6306387015975,0
QTL fixation,2 - 200,Chr,2X,8,3,GW,positive_QTL,0.423650793650806,0.00591079169084519,Inf,71.6741201194704,0
QTL fixation,2 - 200,Peri,2X,8,3,GW,positive_QTL,0.415204232804232,0.00591079169084514,Inf,70.2451134333352,0
QTL fixation,2 - 200,WT,2X,8,3,GW,positive_QTL,0.414812698412698,0.00591079169084513,Inf,70.1788728327503,0
QTL fixation,2 - 200,Chr,20X,2,4,GW,positive_QTL,0.203097707231072,0.00591079169084525,Inf,34.3604914288612,9.81890400082036e-259
QTL fixation,2 - 200,Peri,20X,2,4,GW,positive_QTL,0.206558024691348,0.00591079169084517,Inf,34.9459151151058,1.49379235494361e-267
QTL fixation,2 - 200,WT,20X,2,4,GW,positive_QTL,0.182444444444441,0.00591079169084518,Inf,30.8663295861055,3.38254781436239e-209
QTL fixation,2 - 200,Chr,2X,2,4,GW,positive_QTL,0.208868783068746,0.0059107916908452,Inf,35.336854010986,1.59613910766155e-273
QTL fixation,2 - 200,Peri,2X,2,4,GW,positive_QTL,0.203744268077603,0.00591079169084513,Inf,34.4698779341472,2.26860413509387e-260
QTL fixation,2 - 200,WT,2X,2,4,GW,positive_QTL,0.189089947089949,0.00591079169084511,Inf,31.9906295095494,1.47206102725284e-224
QTL fixation,2 - 200,Chr,20X,8,4,GW,positive_QTL,0.415669135802468,0.00591079169084522,Inf,70.3237666870018,0
QTL fixation,2 - 200,Peri,20X,8,4,GW,positive_QTL,0.39886560846561,0.00591079169084525,Inf,67.4809110737875,0
QTL fixation,2 - 200,WT,20X,8,4,GW,positive_QTL,0.351502998236331,0.00591079169084526,Inf,59.468006423022,0
QTL fixation,2 - 200,Chr,2X,8,4,GW,positive_QTL,0.387613756613759,0.00591079169084532,Inf,65.5772994358942,0
QTL fixation,2 - 200,Peri,2X,8,4,GW,positive_QTL,0.395704409171075,0.00591079169084509,Inf,66.946092819336,0
QTL fixation,2 - 200,WT,2X,8,4,GW,positive_QTL,0.362744973544973,0.00591079169084518,Inf,61.3699471268466,0
