response,contrast,Recombination,QTL,H2,Repulsion,Matrix,Allele,estimate,SE,df,z.ratio,p.value
QTL fixation,Chr - WT,20X,200,8,4,GW,negative_QTL,-0.0711111111111037,0.00591079169084515,Inf,-12.030725295436,0
QTL fixation,Peri - WT,20X,200,8,4,GW,negative_QTL,-0.0459037037037038,0.00591079169084519,Inf,-7.76608381831503,4.15223411209809e-14
QTL fixation,Chr - WT,2X,200,8,4,GW,negative_QTL,-0.0218370370370356,0.00591079169084502,Inf,-3.69443522614036,0.000645163300538876
QTL fixation,Peri - WT,2X,200,8,4,GW,negative_QTL,-0.01854074074074,0.0059107916908451,Inf,-3.13676098067485,0.00486248807178291
QTL fixation,Peri - WT,20X,2,2,3,CV,positive_QTL,-0.0140476190476991,0.0059107916908452,Inf,-2.37660533181307,0.0459792010241138
QTL fixation,Chr - Peri,20X,200,2,3,CV,positive_QTL,-0.0179882955376557,0.00591079169084516,Inf,-3.04329715518762,0.00661625197473992
QTL fixation,Chr - WT,20X,200,2,3,CV,positive_QTL,-0.0597098268714653,0.00591079169084517,Inf,-10.1018323761851,3.13082892944294e-14
QTL fixation,Peri - WT,20X,200,2,3,CV,positive_QTL,-0.0417215313338096,0.00591079169084516,Inf,-7.05853522099745,5.07083264267294e-12
QTL fixation,Chr - WT,2X,200,2,3,CV,positive_QTL,-0.0188856376493557,0.00591079169084517,Inf,-3.1951113551517,0.00399405939402975
QTL fixation,Peri - WT,2X,200,2,3,CV,positive_QTL,-0.0164910997317723,0.00591079169084517,Inf,-2.78999846286485,0.014580342288772
QTL fixation,Chr - Peri,20X,200,8,3,CV,positive_QTL,-0.0302755425505819,0.00591079169084515,Inf,-5.122079094324,9.04474159346691e-07
QTL fixation,Chr - WT,20X,200,8,3,CV,positive_QTL,-0.0736771519141501,0.00591079169084518,Inf,-12.4648534016625,0
QTL fixation,Peri - WT,20X,200,8,3,CV,positive_QTL,-0.0434016093635682,0.00591079169084515,Inf,-7.34277430733859,6.48370246381091e-13
QTL fixation,Chr - WT,2X,200,8,3,CV,positive_QTL,-0.0187173860034199,0.00591079169084517,Inf,-3.16664619265977,0.00439828031175149
QTL fixation,Peri - WT,2X,200,8,3,CV,positive_QTL,-0.0177176298463797,0.00591079169084516,Inf,-2.99750537205047,0.007669081259012
QTL fixation,Chr - WT,20X,200,2,4,CV,positive_QTL,-0.0492660326749472,0.0059107916908452,Inf,-8.33492960871077,3.24185123190546e-14
QTL fixation,Peri - WT,20X,200,2,4,CV,positive_QTL,-0.0401828822238535,0.00591079169084516,Inf,-6.79822337269814,3.17974535590793e-11
QTL fixation,Chr - WT,2X,200,2,4,CV,positive_QTL,-0.020597415264571,0.00591079169084514,Inf,-3.48471344312016,0.00143013346791987
QTL fixation,Peri - WT,2X,200,2,4,CV,positive_QTL,-0.0182370153621054,0.00591079169084513,Inf,-3.08537609104912,0.00576591549013439
QTL fixation,Chr - Peri,20X,200,8,4,CV,positive_QTL,-0.0275810777859035,0.00591079169084519,Inf,-4.66622395585721,9.15561468806114e-06
QTL fixation,Chr - WT,20X,200,8,4,CV,positive_QTL,-0.0747695683979506,0.00591079169084518,Inf,-12.6496706885739,0
QTL fixation,Peri - WT,20X,200,8,4,CV,positive_QTL,-0.047188490612047,0.00591079169084521,Inf,-7.98344673271667,4.47419878923938e-14
QTL fixation,Chr - WT,2X,200,8,4,CV,positive_QTL,-0.0271543525969272,0.00591079169084515,Inf,-4.59402970315886,1.29661163551509e-05
QTL fixation,Peri - WT,2X,200,8,4,CV,positive_QTL,-0.0165130455986343,0.0059107916908452,Inf,-2.79371131014652,0.0144192470052449
QTL fixation,Chr - WT,20X,2,2,3,GW,positive_QTL,-0.0628571428568816,0.00591079169084527,Inf,-10.634301823601,2.91988655476416e-14
QTL fixation,Peri - WT,20X,2,2,3,GW,positive_QTL,-0.0557142857142732,0.0059107916908452,Inf,-9.42585843459262,2.73114864057789e-14
QTL fixation,Chr - WT,2X,2,2,3,GW,positive_QTL,-0.0304761904760348,0.0059107916908452,Inf,-5.15602512658959,7.55111074668413e-07
QTL fixation,Peri - WT,2X,2,2,3,GW,positive_QTL,-0.0204761904761917,0.00591079169084517,Inf,-3.46420438194531,0.00154227927035477
QTL fixation,Chr - WT,20X,200,2,3,GW,positive_QTL,-0.0415925925926012,0.0059107916908452,Inf,-7.03672109728059,5.92748072847371e-12
QTL fixation,Peri - WT,20X,200,2,3,GW,positive_QTL,-0.0412000000000078,0.00591079169084517,Inf,-6.97030146804526,9.51061451814894e-12
QTL fixation,Chr - WT,2X,200,2,3,GW,positive_QTL,-0.0225111111111105,0.00591079169084517,Inf,-3.80847647633674,0.000410889053567787
QTL fixation,Peri - WT,2X,200,2,3,GW,positive_QTL,-0.0227160493827159,0.00591079169084524,Inf,-3.8431483582646,0.000357308467346718
QTL fixation,Chr - WT,20X,2,8,3,GW,positive_QTL,-0.0459523809523573,0.0059107916908452,Inf,-7.77431913622158,3.99680288865056e-14
QTL fixation,Peri - WT,20X,2,8,3,GW,positive_QTL,-0.032380952380961,0.00591079169084517,Inf,-5.4782766970309,1.28697400181288e-07
QTL fixation,Peri - WT,2X,2,8,3,GW,positive_QTL,-0.0152380952380957,0.00591079169084512,Inf,-2.57801256330807,0.0268591812797864
QTL fixation,Chr - Peri,20X,200,8,3,GW,positive_QTL,-0.014153086419748,0.00591079169084516,Inf,-2.3944485206049,0.0439151162790024
QTL fixation,Chr - WT,20X,200,8,3,GW,positive_QTL,-0.067590123456783,0.00591079169084514,Inf,-11.435037299905,0
QTL fixation,Peri - WT,20X,200,8,3,GW,positive_QTL,-0.053437037037035,0.00591079169084515,Inf,-9.04058877930011,4.03010957938932e-14
QTL fixation,Chr - WT,2X,200,8,3,GW,positive_QTL,-0.0219333333333351,0.00591079169084514,Inf,-3.71072683331174,0.000605368925631566
QTL fixation,Peri - WT,2X,200,8,3,GW,positive_QTL,-0.0156296296296302,0.00591079169084518,Inf,-2.64425316389306,0.022301590898127
QTL fixation,Chr - WT,20X,2,2,4,GW,positive_QTL,-0.0169047619047209,0.00591079169084521,Inf,-2.85998268741283,0.0117975048214913
QTL fixation,Peri - WT,20X,2,2,4,GW,positive_QTL,-0.015000000000005,0.00591079169084519,Inf,-2.53773111700712,0.030008379650964
QTL fixation,Chr - WT,20X,200,2,4,GW,positive_QTL,-0.0375580246913522,0.00591079169084518,Inf,-6.354144530169,6.28678997749432e-10
QTL fixation,Peri - WT,20X,200,2,4,GW,positive_QTL,-0.0391135802469121,0.00591079169084524,Inf,-6.61731664600734,1.09746767229524e-10
QTL fixation,Chr - WT,2X,200,2,4,GW,positive_QTL,-0.0228740740740745,0.00591079169084511,Inf,-3.86988330336575,0.000320553513621369
QTL fixation,Peri - WT,2X,200,2,4,GW,positive_QTL,-0.0213209876543206,0.00591079169084528,Inf,-3.60712892104503,0.00090342822114553
QTL fixation,Peri - WT,2X,2,8,4,GW,positive_QTL,0.0147619047619049,0.00591079169084523,Inf,2.4974496707046,0.0334707527107203
QTL fixation,Chr - Peri,20X,200,8,4,GW,positive_QTL,-0.0215654320987648,0.00591079169084533,Inf,-3.64848453924802,0.000770973377505424
QTL fixation,Chr - WT,20X,200,8,4,GW,positive_QTL,-0.065118518518519,0.00591079169084514,Inf,-11.0168860491864,1.99840144432528e-14
QTL fixation,Peri - WT,20X,200,8,4,GW,positive_QTL,-0.0435530864197541,0.00591079169084532,Inf,-7.36840150993808,5.38236122338276e-13
QTL fixation,Chr - WT,2X,200,8,4,GW,positive_QTL,-0.0210592592592593,0.00591079169084495,Inf,-3.56284916822181,0.00106855753461532
QTL fixation,Peri - WT,2X,200,8,4,GW,positive_QTL,-0.0181975308641973,0.00591079169084539,Inf,-3.0786960217836,0.00589392422856139
