response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,2 - 8,2X,Peri,2,5,CV,positive_QTL,R,-0.0261904761904801,0.00541011292048728,Inf,-4.84102209610094,1.29173006940521e-06
QTL fixation,2 - 8,20X,WT,2,5,CV,positive_QTL,R,-0.0250000000000935,0.0054101129204874,Inf,-4.62097563720375,3.81939630064649e-06
QTL fixation,2 - 8,2X,WT,2,5,CV,positive_QTL,R,-0.027380952380957,0.00541011292048743,Inf,-5.06106855501458,4.1691326267752e-07
QTL fixation,2 - 8,20X,Chr,200,5,CV,positive_QTL,R,-0.0120354117834232,0.00541011292048734,Inf,-2.22461378538825,0.0261071764050615
QTL fixation,2 - 8,20X,Peri,200,5,CV,positive_QTL,R,-0.0131394110181981,0.00541011292048739,Inf,-2.42867592808293,0.0151540709677582
QTL fixation,2 - 8,20X,Chr,2,1,GW,positive_QTL,R,-0.026190476190251,0.0054101129204873,Inf,-4.84102209605857,1.29173006968066e-06
QTL fixation,2 - 8,2X,Chr,2,1,GW,positive_QTL,R,-0.02285714285692,0.0054101129204873,Inf,-4.2248920111008,2.39055383211401e-05
QTL fixation,2 - 8,20X,Peri,2,1,GW,positive_QTL,R,-0.023571428571275,0.00541011292048729,Inf,-4.35691988646179,1.31905520276349e-05
QTL fixation,2 - 8,2X,Peri,2,1,GW,positive_QTL,R,-0.0259523809524008,0.00541011292048726,Inf,-4.79701280432118,1.61049310373719e-06
QTL fixation,2 - 8,20X,WT,2,1,GW,positive_QTL,R,-0.0180952380950144,0.00541011292048737,Inf,-3.34470617544602,0.000823697822752854
QTL fixation,2 - 8,2X,WT,2,1,GW,positive_QTL,R,-0.0180952380952642,0.00541011292048735,Inf,-3.3447061754922,0.000823697822615731
QTL fixation,2 - 8,20X,Chr,200,1,GW,positive_QTL,R,-0.0478518769348953,0.00541011292048728,Inf,-8.84489430039204,9.16149897140604e-19
QTL fixation,2 - 8,2X,Chr,200,1,GW,positive_QTL,R,-0.0506051919213289,0.00541011292048732,Inf,-9.3538143593444,8.45425617768768e-21
QTL fixation,2 - 8,20X,Peri,200,1,GW,positive_QTL,R,-0.0561726742917093,0.0054101129204872,Inf,-10.3829023751043,2.96617869556999e-25
QTL fixation,2 - 8,2X,Peri,200,1,GW,positive_QTL,R,-0.0518088462372925,0.00541011292048727,Inf,-9.57629665013097,1.00587099176068e-21
QTL fixation,2 - 8,20X,WT,200,1,GW,positive_QTL,R,-0.0476658113565429,0.00541011292048739,Inf,-8.81050212021246,1.24586532710618e-18
QTL fixation,2 - 8,2X,WT,200,1,GW,positive_QTL,R,-0.0494861354859763,0.00541011292048764,Inf,-9.1469690583678,5.85532802043128e-20
QTL fixation,2 - 8,20X,WT,2,2,GW,positive_QTL,R,0.013333333333333,0.00541011292048742,Inf,2.46452033983272,0.0137196776435451
QTL fixation,2 - 8,2X,WT,2,2,GW,positive_QTL,R,0.0176190476190501,0.00541011292048715,Inf,3.2566875919225,0.00112720419531834
QTL fixation,2 - 8,2X,Chr,200,2,GW,positive_QTL,R,-0.0112740625996187,0.00541011292048734,Inf,-2.08388674419815,0.0371704703937655
QTL fixation,2 - 8,20X,Peri,200,2,GW,positive_QTL,R,-0.0120574458149199,0.00541011292048756,Inf,-2.22868653429756,0.0258347688323572
QTL fixation,2 - 8,2X,Peri,200,2,GW,positive_QTL,R,-0.0148542676227389,0.00541011292048654,Inf,-2.7456483517174,0.00603914564330056
QTL fixation,2 - 8,20X,Chr,2,3,GW,positive_QTL,R,-0.0311904761903492,0.00541011292048735,Inf,-5.76521722351399,8.15527327921815e-09
QTL fixation,2 - 8,2X,Chr,2,3,GW,positive_QTL,R,-0.0357142857143515,0.00541011292048735,Inf,-6.60139376742146,4.07310088666307e-11
QTL fixation,2 - 8,20X,Peri,2,3,GW,positive_QTL,R,-0.038333333333341,0.00541011292048726,Inf,-7.08549597702085,1.38547194998443e-12
QTL fixation,2 - 8,2X,Peri,2,3,GW,positive_QTL,R,-0.0297619047619034,0.00541011292048717,Inf,-5.50116147284102,3.77297466867691e-08
QTL fixation,2 - 8,20X,WT,2,3,GW,positive_QTL,R,-0.0271428571428641,0.00541011292048739,Inf,-5.01705926323231,5.24683868796027e-07
QTL fixation,2 - 8,2X,WT,2,3,GW,positive_QTL,R,-0.0354761904761901,0.00541011292048727,Inf,-6.55738447562659,5.47597015391481e-11
QTL fixation,2 - 8,20X,Chr,2,4,GW,positive_QTL,R,-0.145952380952593,0.00541011292048728,Inf,-26.9776958628521,2.70041839872417e-160
QTL fixation,2 - 8,2X,Chr,2,4,GW,positive_QTL,R,-0.138333333333291,0.00541011292048734,Inf,-25.5693985257576,3.34167293123247e-144
QTL fixation,2 - 8,20X,Peri,2,4,GW,positive_QTL,R,-0.138095238095232,0.00541011292048726,Inf,-25.5253892339819,1.03037889320421e-143
QTL fixation,2 - 8,2X,Peri,2,4,GW,positive_QTL,R,-0.130714285714286,0.00541011292048759,Inf,-24.1611011887171,5.70778256340788e-129
QTL fixation,2 - 8,20X,WT,2,4,GW,positive_QTL,R,-0.125952380952379,0.00541011292048744,Inf,-23.2809153530627,6.92016384098278e-120
QTL fixation,2 - 8,2X,WT,2,4,GW,positive_QTL,R,-0.131666666666667,0.00541011292048731,Inf,-24.3371383558492,7.93290553283215e-131
QTL fixation,2 - 8,20X,Chr,2,5,GW,positive_QTL,R,-0.0842857142856561,0.00541011292048733,Inf,-15.5792892910753,1.00667756328655e-54
QTL fixation,2 - 8,2X,Chr,2,5,GW,positive_QTL,R,-0.0952380952381262,0.00541011292048741,Inf,-17.603716713097,2.30676851723839e-69
QTL fixation,2 - 8,20X,Peri,2,5,GW,positive_QTL,R,-0.0945238095238228,0.00541011292048724,Inf,-17.4716888377461,2.35421718656167e-68
QTL fixation,2 - 8,2X,Peri,2,5,GW,positive_QTL,R,-0.089761904761905,0.00541011292048721,Inf,-16.5915030020892,8.02857863075867e-62
QTL fixation,2 - 8,20X,WT,2,5,GW,positive_QTL,R,-0.0704761904762075,0.00541011292048747,Inf,-13.0267503676906,8.62013933343921e-39
QTL fixation,2 - 8,2X,WT,2,5,GW,positive_QTL,R,-0.0790476190476162,0.0054101129204876,Inf,-14.6110848718647,2.38686668993151e-48
QTL fixation,2 - 8,20X,Chr,200,5,GW,positive_QTL,R,-0.0207472251258965,0.00541011292048735,Inf,-3.83489687383965,0.000125616988486683
QTL fixation,2 - 8,2X,Chr,200,5,GW,positive_QTL,R,-0.0201007041830107,0.00541011292048748,Inf,-3.71539457279934,0.00020288684642491
QTL fixation,2 - 8,20X,Peri,200,5,GW,positive_QTL,R,-0.0270140522585517,0.00541011292048709,Inf,-4.99325109393827,5.93712872515411e-07
QTL fixation,2 - 8,2X,Peri,200,5,GW,positive_QTL,R,-0.0164522479107633,0.00541011292048774,Inf,-3.04101747090337,0.00235780149237684
QTL fixation,2 - 8,20X,WT,200,5,GW,positive_QTL,R,-0.0207589891627885,0.00541011292048779,Inf,-3.83707132695427,0.000124510317043473
QTL fixation,2 - 8,2X,WT,200,5,GW,positive_QTL,R,-0.0179709134744913,0.00541011292048634,Inf,-3.32172613374506,0.000894624561285744
