response,contrast,Recombination,QTL,H2,Repulsion,Matrix,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,Chr - WT,20X,200,8,2,CV,positive_QTL,DV,-0.0131852290709126,0.00541011292048731,Inf,-2.43714489229643,0.0392916722168508
QTL fixation,Chr - WT,20X,200,2,3,CV,positive_QTL,DV,-0.0216461510263368,0.00541011292048735,Inf,-4.00105346126249,0.000186278638703019
QTL fixation,Peri - WT,20X,200,2,3,CV,positive_QTL,DV,-0.0246964247468902,0.00541011292048736,Inf,-4.56486308323958,1.49017031660925e-05
QTL fixation,Chr - Peri,2X,2,8,3,CV,positive_QTL,DV,-0.0199999999999956,0.00541011292048741,Inf,-3.69678050974836,0.000639287727373428
QTL fixation,Chr - WT,20X,200,8,3,CV,positive_QTL,DV,-0.0267884417293987,0.00541011292048733,Inf,-4.95154946358969,2.20180556242955e-06
QTL fixation,Peri - WT,20X,200,8,3,CV,positive_QTL,DV,-0.0233782030351933,0.00541011292048741,Inf,-4.32120426667307,4.61218832652488e-05
QTL fixation,Chr - WT,20X,200,2,4,CV,positive_QTL,DV,-0.0212235816196167,0.00541011292048734,Inf,-3.92294614392353,0.000257884124906793
QTL fixation,Peri - WT,20X,200,2,4,CV,positive_QTL,DV,-0.0163191098105386,0.00541011292048731,Inf,-3.01640835420283,0.00721741211505655
QTL fixation,Chr - WT,20X,200,8,4,CV,positive_QTL,DV,-0.0254176293768017,0.00541011292048734,Inf,-4.69816984420948,7.83627697031886e-06
QTL fixation,Peri - WT,20X,200,8,4,CV,positive_QTL,DV,-0.0194254258398659,0.00541011292048734,Inf,-3.59057678191975,0.000962154877811261
QTL fixation,Peri - WT,2X,2,2,5,CV,positive_QTL,DV,-0.0142857142857075,0.00541011292048732,Inf,-2.64055750696249,0.022536838207428
QTL fixation,Chr - WT,20X,200,2,5,CV,positive_QTL,DV,-0.028273316509078,0.00541011292048731,Inf,-5.22601227083655,5.186339708807e-07
QTL fixation,Peri - WT,20X,200,2,5,CV,positive_QTL,DV,-0.0267190466358729,0.0054101129204873,Inf,-4.9387225421288,2.35149172833626e-06
QTL fixation,Chr - WT,20X,200,8,5,CV,positive_QTL,DV,-0.031976466641824,0.00541011292048732,Inf,-5.91049893260706,1.02273240987216e-08
QTL fixation,Peri - WT,20X,200,8,5,CV,positive_QTL,DV,-0.0282603841758782,0.00541011292048734,Inf,-5.22362187097058,5.25372769510923e-07
QTL fixation,Peri - WT,20X,200,2,1,GW,positive_QTL,DV,-0.0160691315222501,0.00541011292048732,Inf,-2.97020261100255,0.00836646061034974
QTL fixation,Chr - WT,20X,2,2,2,GW,positive_QTL,DV,-0.0252380952373316,0.00541011292048732,Inf,-4.66498492882811,9.21085180383141e-06
QTL fixation,Peri - WT,20X,2,2,2,GW,positive_QTL,DV,-0.0197619047619433,0.00541011292048736,Inf,-3.6527712179736,0.000758333349502038
QTL fixation,Peri - WT,20X,200,2,2,GW,positive_QTL,DV,-0.0164060644655883,0.00541011292048726,Inf,-3.03248096790384,0.00685240852250724
QTL fixation,Chr - WT,20X,2,2,3,GW,positive_QTL,DV,-0.028333333332161,0.00541011292048732,Inf,-5.23710572192805,4.88438579360206e-07
QTL fixation,Peri - WT,20X,2,2,3,GW,positive_QTL,DV,-0.0345238095237922,0.00541011292048739,Inf,-6.38134730849241,5.26544585710553e-10
QTL fixation,Chr - WT,2X,2,2,3,GW,positive_QTL,DV,-0.0128571428570777,0.00541011292048733,Inf,-2.37650175625531,0.0459914170888417
QTL fixation,Peri - WT,20X,200,2,3,GW,positive_QTL,DV,-0.023997091340828,0.00541011292048731,Inf,-4.43559897797225,2.73330271748362e-05
QTL fixation,Chr - WT,20X,2,8,3,GW,positive_QTL,DV,-0.0130952380952085,0.00541011292048733,Inf,-2.42051104804462,0.0410412218991909
QTL fixation,Chr - WT,20X,200,8,3,GW,positive_QTL,DV,-0.0191270150472361,0.00541011292048732,Inf,-3.53541882181514,0.00118450119429236
QTL fixation,Peri - WT,20X,200,8,3,GW,positive_QTL,DV,-0.0202297590095388,0.00541011292048738,Inf,-3.7392489411693,0.000541175688696161
QTL fixation,Chr - WT,20X,2,2,4,GW,positive_QTL,DV,-0.0140476190479705,0.00541011292048729,Inf,-2.59654821524598,0.0255089522665967
QTL fixation,Peri - WT,20X,2,2,4,GW,positive_QTL,DV,-0.0219047619047719,0.00541011292048729,Inf,-4.04885484401292,0.000152203095937775
QTL fixation,Peri - WT,20X,200,2,4,GW,positive_QTL,DV,-0.023517591885509,0.00541011292048729,Inf,-4.34696876592934,4.10409714262094e-05
QTL fixation,Chr - WT,20X,200,8,4,GW,positive_QTL,DV,-0.0129753367027644,0.00541011292048741,Inf,-2.39834859151062,0.0434745339912998
QTL fixation,Peri - WT,20X,200,8,4,GW,positive_QTL,DV,-0.0160007453258851,0.00541011292048747,Inf,-2.95756217310958,0.00870823680713484
QTL fixation,Chr - WT,20X,2,2,5,GW,positive_QTL,DV,-0.021904761903908,0.00541011292048731,Inf,-4.04885484385323,0.000152203096041137
QTL fixation,Peri - WT,20X,2,2,5,GW,positive_QTL,DV,-0.0297619047618761,0.00541011292048732,Inf,-5.50116147283582,1.13064117179817e-07
QTL fixation,Chr - WT,20X,200,2,5,GW,positive_QTL,DV,-0.0169143359660626,0.00541011292048734,Inf,-3.12642937673453,0.00503306000775394
QTL fixation,Peri - WT,20X,200,2,5,GW,positive_QTL,DV,-0.0294750515412262,0.00541011292048731,Inf,-5.44813980307295,1.52510562512198e-07
QTL fixation,Peri - WT,2X,200,2,5,GW,positive_QTL,DV,-0.0145601246363945,0.0054101129204871,Inf,-2.69127924876725,0.0194901851097274
QTL fixation,Chr - WT,20X,200,8,5,GW,positive_QTL,DV,-0.0218099105099533,0.00541011292048738,Inf,-4.03132260462846,0.000163952278356194
QTL fixation,Peri - WT,20X,200,8,5,GW,positive_QTL,DV,-0.0229752613949942,0.00541011292048738,Inf,-4.24672492657037,6.43944642677585e-05
QTL fixation,Chr - WT,20X,200,2,3,CV,negative_QTL,R,-0.0172493422285308,0.00541011292048736,Inf,-3.18835160782132,0.00408685532517938
QTL fixation,Chr - Peri,20X,2,8,3,CV,negative_QTL,R,0.0154761904764671,0.00541011292048722,Inf,2.86060396592857,0.0117750817540623
QTL fixation,Chr - WT,20X,2,8,3,CV,negative_QTL,R,0.0152380952383753,0.00541011292048729,Inf,2.81659467414644,0.0134607398801962
QTL fixation,Peri - WT,2X,2,8,3,CV,negative_QTL,R,-0.0233333333333314,0.00541011292048727,Inf,-4.31291059470712,4.78810830083498e-05
QTL fixation,Chr - WT,20X,200,8,3,CV,negative_QTL,R,-0.0148484628431363,0.00541011292048733,Inf,-2.74457540191209,0.0166841223544325
QTL fixation,Peri - WT,20X,200,8,3,CV,negative_QTL,R,-0.0158180269624689,0.00541011292048732,Inf,-2.92378868887714,0.00968376511575653
QTL fixation,Chr - WT,20X,200,2,4,CV,negative_QTL,R,-0.0182199424197495,0.00541011292048731,Inf,-3.36775640130417,0.00218726638066558
QTL fixation,Peri - WT,20X,200,2,4,CV,negative_QTL,R,-0.0176795941939479,0.00541011292048733,Inf,-3.26787896182311,0.00311009948154684
QTL fixation,Chr - WT,20X,200,8,4,CV,negative_QTL,R,-0.0190472668987949,0.00541011292048732,Inf,-3.52067825177284,0.00125153285204616
QTL fixation,Peri - WT,20X,200,8,4,CV,negative_QTL,R,-0.0157249848268022,0.00541011292048737,Inf,-2.90659087119121,0.0102172171944646
QTL fixation,Chr - WT,20X,200,2,5,CV,negative_QTL,R,-0.0197514437874149,0.00541011292048733,Inf,-3.65083762163614,0.000764010763512291
QTL fixation,Peri - WT,20X,200,2,5,CV,negative_QTL,R,-0.0138165073370354,0.00541011292048731,Inf,-2.55382975181799,0.0287135197975519
QTL fixation,Peri - WT,20X,2,8,5,CV,negative_QTL,R,-0.0130952380952323,0.00541011292048735,Inf,-2.42051104804901,0.0410412218987198
QTL fixation,Chr - WT,20X,200,8,5,CV,negative_QTL,R,-0.0198049311597616,0.00541011292048733,Inf,-3.66072417541659,0.000735393435180143
QTL fixation,Peri - WT,20X,200,8,5,CV,negative_QTL,R,-0.0182839956891714,0.00541011292048733,Inf,-3.37959594520339,0.00209648781746452
QTL fixation,Peri - WT,2X,2,2,2,GW,negative_QTL,R,0.0128571428571369,0.00541011292048743,Inf,2.37650175626622,0.0459914170875557
QTL fixation,Chr - WT,20X,2,2,3,GW,negative_QTL,R,0.0128571428572467,0.00541011292048732,Inf,2.37650175628656,0.0459914170851556
QTL fixation,Peri - WT,20X,2,2,3,GW,negative_QTL,R,0.0140476190476267,0.00541011292048735,Inf,2.59654821518242,0.0255089522711238
QTL fixation,Peri - WT,2X,2,2,5,GW,negative_QTL,R,0.015476190476195,0.0054101129204873,Inf,2.86060396587823,0.0117750817558775
QTL fixation,Chr - WT,2X,2,8,5,GW,negative_QTL,R,0.0150000000000193,0.00541011292048731,Inf,2.77258538231549,0.0153573329776395
QTL fixation,Chr - WT,20X,200,2,1,CV,positive_QTL,R,-0.0207357510252168,0.00541011292048725,Inf,-3.83277601225175,0.000372606705053902
QTL fixation,Chr - WT,20X,200,8,1,CV,positive_QTL,R,-0.014898708306024,0.00541011292048725,Inf,-2.75386272430745,0.0162334007419191
QTL fixation,Chr - WT,20X,200,2,2,CV,positive_QTL,R,-0.0142670989683123,0.00541011292048737,Inf,-2.63711666983599,0.0227578081246974
QTL fixation,Chr - WT,20X,200,8,2,CV,positive_QTL,R,-0.0142946372431454,0.00541011292048734,Inf,-2.64220681771975,0.022431585035798
QTL fixation,Chr - WT,20X,200,2,3,CV,positive_QTL,R,-0.0198412284405237,0.00541011292048734,Inf,-3.66743332942049,0.000716546718903866
QTL fixation,Peri - WT,20X,200,2,3,CV,positive_QTL,R,-0.0136337406679854,0.00541011292048737,Inf,-2.52004733881918,0.0314884330090298
QTL fixation,Chr - Peri,20X,2,8,3,CV,positive_QTL,R,-0.0154761904761656,0.00541011292048723,Inf,-2.86060396587283,0.0117750817560724
QTL fixation,Chr - WT,20X,2,8,3,CV,positive_QTL,R,-0.0152380952380678,0.00541011292048734,Inf,-2.81659467408956,0.0134607398825066
QTL fixation,Peri - WT,2X,2,8,3,CV,positive_QTL,R,0.0233333333333328,0.00541011292048735,Inf,4.31291059470731,4.78810830087939e-05
QTL fixation,Chr - WT,20X,200,8,3,CV,positive_QTL,R,-0.0175277640778085,0.00541011292048721,Inf,-3.23981483111631,0.00342726064324617
QTL fixation,Peri - WT,20X,200,8,3,CV,positive_QTL,R,-0.0170783310955232,0.00541011292048725,Inf,-3.15674207664875,0.00454744450546341
QTL fixation,Chr - WT,20X,200,2,4,CV,positive_QTL,R,-0.0190043284686452,0.00541011292048733,Inf,-3.51274155418799,0.00128906649236027
QTL fixation,Peri - WT,20X,200,2,4,CV,positive_QTL,R,-0.0169339338834718,0.00541011292048731,Inf,-3.13005183669004,0.00497264449496249
QTL fixation,Chr - WT,20X,200,8,4,CV,positive_QTL,R,-0.0176226980950316,0.00541011292048733,Inf,-3.25736234234538,0.00322565698899768
QTL fixation,Peri - WT,20X,200,8,4,CV,positive_QTL,R,-0.014362261807408,0.00541011292048726,Inf,-2.65470647627712,0.0216477520159775
QTL fixation,Chr - WT,20X,200,2,5,CV,positive_QTL,R,-0.0269195292197256,0.00541011292048733,Inf,-4.97577954755532,1.94370449846382e-06
QTL fixation,Peri - WT,20X,200,2,5,CV,positive_QTL,R,-0.0177555195855331,0.00541011292048731,Inf,-3.28191293721348,0.00296180299057414
QTL fixation,Peri - WT,20X,2,8,5,CV,positive_QTL,R,0.0130952380952347,0.00541011292048734,Inf,2.42051104804945,0.0410412218986723
QTL fixation,Chr - WT,20X,200,8,5,CV,positive_QTL,R,-0.0242436703780804,0.00541011292048735,Inf,-4.48117640692359,2.21109566603817e-05
QTL fixation,Peri - WT,20X,200,8,5,CV,positive_QTL,R,-0.013975661509113,0.00541011292048734,Inf,-2.58324765388706,0.0264716968810254
QTL fixation,Chr - Peri,20X,2,2,2,GW,positive_QTL,R,-0.0130952380951368,0.00541011292048733,Inf,-2.42051104803135,0.0410412219006117
QTL fixation,Chr - WT,20X,2,2,2,GW,positive_QTL,R,-0.0221428571427506,0.00541011292048736,Inf,-4.09286413577407,0.000126118990003254
QTL fixation,Chr - WT,2X,2,2,2,GW,positive_QTL,R,-0.0176190476191388,0.00541011292048742,Inf,-3.25668759193872,0.00323320385322634
QTL fixation,Peri - WT,2X,2,2,2,GW,positive_QTL,R,-0.0190476190476192,0.00541011292048775,Inf,-3.52074334261805,0.00125122926689547
QTL fixation,Chr - WT,20X,2,2,3,GW,positive_QTL,R,-0.0214285714285166,0.00541011292048733,Inf,-3.96083626043547,0.000220406529350736
QTL fixation,Peri - WT,20X,2,2,3,GW,positive_QTL,R,-0.0178571428571447,0.00541011292048743,Inf,-3.30069688370494,0.00277346188725769
QTL fixation,Peri - WT,20X,200,2,3,GW,positive_QTL,R,-0.0132388186933512,0.00541011292048725,Inf,-2.44705034588427,0.0382802412584846
QTL fixation,Chr - WT,20X,2,8,3,GW,positive_QTL,R,-0.0173809523810315,0.00541011292048727,Inf,-3.21267830015386,0.00376183028765897
QTL fixation,Peri - WT,20X,200,8,3,GW,positive_QTL,R,-0.0128825597709616,0.00541011292048721,Inf,-2.38119979384858,0.0454400567686425
QTL fixation,Chr - WT,20X,2,2,4,GW,positive_QTL,R,-0.0190476190477549,0.00541011292048734,Inf,-3.52074334264342,0.00125122926677723
QTL fixation,Chr - WT,20X,2,2,5,GW,positive_QTL,R,-0.0161904761904546,0.00541011292048737,Inf,-2.99263184122154,0.00778958650505601
QTL fixation,Peri - WT,20X,2,2,5,GW,positive_QTL,R,-0.0149999999999973,0.00541011292048739,Inf,-2.77258538231138,0.0153573329778276
QTL fixation,Chr - WT,2X,2,2,5,GW,positive_QTL,R,-0.0335714285714643,0.00541011292048734,Inf,-6.20531014137136,1.63728341995295e-09
QTL fixation,Peri - WT,2X,2,2,5,GW,positive_QTL,R,-0.0250000000000028,0.00541011292048736,Inf,-4.62097563718702,1.13936673156179e-05
QTL fixation,Chr - WT,20X,200,2,5,GW,positive_QTL,R,-0.0169203694215938,0.00541011292048737,Inf,-3.12754459477521,0.00501438964107659
QTL fixation,Peri - WT,20X,200,2,5,GW,positive_QTL,R,-0.0199303014581089,0.00541011292048746,Inf,-3.68389749918808,0.000672191505204145
QTL fixation,Chr - WT,2X,2,8,5,GW,positive_QTL,R,-0.0173809523809543,0.00541011292048789,Inf,-3.21267830013923,0.00376183028784693
QTL fixation,Peri - WT,2X,2,8,5,GW,positive_QTL,R,-0.014285714285714,0.00541011292048758,Inf,-2.64055750696355,0.0225368382073601
QTL fixation,Chr - WT,20X,200,8,5,GW,positive_QTL,R,-0.0169321334584859,0.00541011292048746,Inf,-3.12971904789008,0.00497816712193711
QTL fixation,Peri - WT,20X,200,8,5,GW,positive_QTL,R,-0.0136752383623457,0.00541011292048704,Inf,-2.52771773220486,0.0308389178599513
