response,contrast,Map_type,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Bulmer effect,20X - 2X,Chr,200,2,4,GW,DV,0.160851740875501,0.0686706200495119,Inf,2.34236622240379,0.0191619021028084
Bulmer effect,20X - 2X,Chr,2,8,4,GW,DV,0.165128394163377,0.0753145581720389,Inf,2.19251627004409,0.0283422495975006
Bulmer effect,20X - 2X,Peri,2,8,4,GW,DV,0.148052060070435,0.0736284117629952,Inf,2.01080067497591,0.0443465148187976
Bulmer effect,20X - 2X,Chr,200,8,4,GW,DV,0.23794123473466,0.0686706200495077,Inf,3.46496412240223,0.000530302220444037
Bulmer effect,20X - 2X,Peri,200,8,4,GW,DV,0.154290963897203,0.068670620049499,Inf,2.24682642716765,0.0246511221315603
Bulmer effect,20X - 2X,Chr,200,2,5,GW,DV,0.146796889905041,0.0686706200495158,Inf,2.13769571032257,0.0325414478990137
Bulmer effect,20X - 2X,Peri,200,2,5,GW,DV,0.306955042958745,0.0686706200495141,Inf,4.46996172070994,7.82335977133382e-06
Bulmer effect,20X - 2X,Chr,2,8,5,GW,DV,0.178602511193296,0.0695685062272927,Inf,2.56728972460282,0.0102496933379691
Bulmer effect,20X - 2X,Chr,200,8,5,GW,DV,0.340260030050348,0.0686706200495126,Inf,4.95495788162412,7.23459586253505e-07
Bulmer effect,20X - 2X,Peri,200,8,5,GW,DV,0.324292707283036,0.0686706200495126,Inf,4.72243744193975,2.33034781277588e-06
Bulmer effect,20X - 2X,Chr,200,2,1,CV,R,-0.511806824189195,0.0686706200495105,Inf,-7.4530683401459,9.1194013921629e-14
Bulmer effect,20X - 2X,WT,200,2,1,CV,R,0.159589032458956,0.0686706200495125,Inf,2.32397832353764,0.0201266558436184
Bulmer effect,20X - 2X,Chr,200,8,2,CV,R,0.151419579775085,0.068670620049508,Inf,2.20501256091643,0.0274532131184576
Bulmer effect,20X - 2X,Chr,200,2,3,CV,R,0.145034736853641,0.0686706200495139,Inf,2.11203476463539,0.0346834675756846
Bulmer effect,20X - 2X,Chr,200,8,3,CV,R,0.149965351859809,0.0686706200495133,Inf,2.18383570370676,0.028974322991861
Bulmer effect,20X - 2X,Chr,200,8,4,CV,R,0.160661972385042,0.0686706200495169,Inf,2.33960276271267,0.0193042600386168
Bulmer effect,20X - 2X,Chr,200,8,5,CV,R,0.15042892644809,0.0686706200495153,Inf,2.19058640128228,0.0284817361068765
Bulmer effect,20X - 2X,Chr,200,2,1,GW,R,-0.28770000330544,0.0686706200495057,Inf,-4.18956466532606,2.79490128798008e-05
Bulmer effect,20X - 2X,Chr,200,2,2,GW,R,0.147784293834051,0.0686706200495134,Inf,2.15207455135099,0.0313914831317212
Bulmer effect,20X - 2X,Peri,200,2,2,GW,R,0.18766640678868,0.0686706200495099,Inf,2.73284858434912,0.00627891902459082
Bulmer effect,20X - 2X,Chr,200,8,2,GW,R,0.169838087135021,0.0686706200495069,Inf,2.47322780852393,0.0133898759471532
Bulmer effect,20X - 2X,Chr,200,2,3,GW,R,0.199018747629865,0.0686706200495136,Inf,2.89816441858784,0.00375353757055543
Bulmer effect,20X - 2X,Chr,200,8,3,GW,R,0.198998150905549,0.0686706200495096,Inf,2.89786448356046,0.00375712892951645
Bulmer effect,20X - 2X,Peri,200,8,3,GW,R,0.143045532543022,0.0686706200495085,Inf,2.08306743757217,0.0372450769770544
Bulmer effect,20X - 2X,Chr,200,8,4,GW,R,0.235490136082764,0.0686706200495096,Inf,3.42927056597103,0.000605205876994638
Bulmer effect,20X - 2X,Peri,200,8,4,GW,R,0.167155523313305,0.0686706200495018,Inf,2.43416359416602,0.0149262472628528
Bulmer effect,20X - 2X,Chr,200,8,5,GW,R,0.190878382688263,0.0686706200495129,Inf,2.77962223947644,0.00544221664310484
Bulmer effect,20X - 2X,Peri,200,8,5,GW,R,0.142089498474871,0.0686706200495023,Inf,2.06914541287734,0.0385324433139698
