response,contrast,Map_type,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,20X - 2X,Chr,200,8,2,GW,DV,0.0118480295907371,0.00235759880447669,Inf,5.02546470936431,5.02214918706859e-07
Genetic variance,20X - 2X,Peri,200,8,2,GW,DV,0.00765471942516354,0.00235759880447666,Inf,3.24682868460426,0.00116698611570432
Genetic variance,20X - 2X,Chr,2,2,3,GW,DV,0.00776547503950218,0.00235759880447669,Inf,3.29380682784401,0.000988404001498504
Genetic variance,20X - 2X,Peri,2,2,3,GW,DV,0.0184470355696482,0.00235759880447669,Inf,7.8245015795819,5.09672131758419e-15
Genetic variance,20X - 2X,Chr,200,2,3,GW,DV,0.0083997136872242,0.00235759880447669,Inf,3.56282573238269,0.00036688424398927
Genetic variance,20X - 2X,Peri,200,2,3,GW,DV,0.027641811434738,0.00235759880447668,Inf,11.7245611858349,9.53940825317159e-32
Genetic variance,20X - 2X,Chr,200,8,3,GW,DV,0.014919312495134,0.0023575988044767,Inf,6.32818122693506,2.4806769439615e-10
Genetic variance,20X - 2X,Peri,200,8,3,GW,DV,0.0149343957621557,0.00235759880447668,Inf,6.33457895117604,2.37990281556234e-10
Genetic variance,20X - 2X,Peri,2,2,4,GW,DV,0.0106341674599424,0.00235759880447669,Inf,4.5105924891673,6.46468068819266e-06
Genetic variance,20X - 2X,Chr,200,2,4,GW,DV,0.0110512134772481,0.00235759880447669,Inf,4.68748688549707,2.76580418827813e-06
Genetic variance,20X - 2X,Peri,200,2,4,GW,DV,0.0290356196597633,0.00235759880447668,Inf,12.3157594093743,7.45104778336185e-35
Genetic variance,20X - 2X,Chr,200,8,4,GW,DV,0.0348711019822874,0.00235759880447669,Inf,14.7909397969124,1.6759722946106e-49
Genetic variance,20X - 2X,Peri,200,8,4,GW,DV,0.0189518086233854,0.00235759880447669,Inf,8.03860630884227,9.08660074876136e-16
Genetic variance,20X - 2X,Chr,2,2,5,GW,DV,0.0121341182224481,0.0023575988044767,Inf,5.14681217152272,2.64950379273551e-07
Genetic variance,20X - 2X,Peri,2,2,5,GW,DV,0.0137371899785983,0.00235759880447671,Inf,5.82677169351868,5.65098351111346e-09
Genetic variance,20X - 2X,Chr,200,2,5,GW,DV,0.00992126307383265,0.00235759880447669,Inf,4.20820669530109,2.57405362829009e-05
Genetic variance,20X - 2X,Peri,200,2,5,GW,DV,0.0159072658875426,0.00235759880447671,Inf,6.74723191127227,1.50692316203663e-11
Genetic variance,20X - 2X,Chr,200,8,5,GW,DV,0.0150819690272278,0.0023575988044767,Inf,6.3971736830667,1.58279257134078e-10
Genetic variance,20X - 2X,Peri,200,8,5,GW,DV,0.0132711644514395,0.00235759880447675,Inf,5.62910212977687,1.8115011843944e-08
Genetic variance,20X - 2X,Chr,200,2,1,CV,R,0.00988961668175938,0.00235759880447664,Inf,4.19478354967811,2.731322830034e-05
Genetic variance,20X - 2X,Chr,200,8,1,CV,R,0.00606787611991991,0.00235759880447666,Inf,2.57375262847864,0.0100602172447767
Genetic variance,20X - 2X,Chr,200,2,2,CV,R,0.00946994267089588,0.0023575988044767,Inf,4.01677446260746,5.90001404320056e-05
Genetic variance,20X - 2X,Peri,200,2,2,CV,R,0.00958840464281211,0.00235759880447668,Inf,4.06702133739012,4.76178845235286e-05
Genetic variance,20X - 2X,Chr,200,8,2,CV,R,0.00492900258790567,0.00235759880447669,Inf,2.0906876006835,0.0365560772127438
Genetic variance,20X - 2X,Chr,200,2,3,CV,R,0.0182984124020309,0.00235759880447668,Inf,7.76146152063077,8.39561930658168e-15
Genetic variance,20X - 2X,Peri,200,2,3,CV,R,0.00463941257833814,0.00235759880447669,Inf,1.96785499277004,0.049084724592935
Genetic variance,20X - 2X,Chr,200,8,3,CV,R,0.0103011618869599,0.00235759880447669,Inf,4.36934471946612,1.24619915735074e-05
Genetic variance,20X - 2X,Peri,200,8,3,CV,R,0.00738654091942839,0.00235759880447669,Inf,3.13307798824913,0.00172983473029509
Genetic variance,20X - 2X,Chr,200,2,4,CV,R,0.0160027631783258,0.00235759880447668,Inf,6.78773807822571,1.13905197086076e-11
Genetic variance,20X - 2X,Peri,200,2,4,CV,R,0.014044537429146,0.0023575988044767,Inf,5.95713630430998,2.56696141722784e-09
Genetic variance,20X - 2X,Chr,200,8,4,CV,R,0.0233112904036747,0.00235759880447669,Inf,9.8877257485075,4.70597148532334e-23
Genetic variance,20X - 2X,Peri,200,8,4,CV,R,0.0129188272281005,0.00235759880447673,Inf,5.47965463995382,4.26156842943199e-08
Genetic variance,20X - 2X,Chr,200,2,5,CV,R,0.0122385204864901,0.0023575988044767,Inf,5.19109547529933,2.09060382898821e-07
Genetic variance,20X - 2X,Peri,200,2,5,CV,R,0.00539316777924537,0.00235759880447669,Inf,2.287568083681,0.0221626863327276
Genetic variance,20X - 2X,Chr,200,8,5,CV,R,0.011688211890961,0.0023575988044767,Inf,4.95767637342153,7.13412687877499e-07
Genetic variance,20X - 2X,Chr,200,8,1,GW,R,0.00864932134094794,0.00235759880447668,Inf,3.66869940912947,0.000243787506622916
Genetic variance,20X - 2X,Chr,2,2,2,GW,R,0.00846447226462058,0.00235759880447668,Inf,3.59029375504772,0.0003303055002232
Genetic variance,20X - 2X,WT,2,2,2,GW,R,0.00628117887521142,0.00235759880447667,Inf,2.66422720578436,0.00771654244256194
Genetic variance,20X - 2X,Chr,200,2,2,GW,R,0.00490147844029452,0.00235759880447667,Inf,2.07901294782958,0.037616160405346
Genetic variance,20X - 2X,Peri,200,2,2,GW,R,0.00621205238753694,0.00235759880447667,Inf,2.63490648864486,0.00841604654136221
Genetic variance,20X - 2X,WT,200,2,2,GW,R,-0.00558796748277625,0.00235759880447666,Inf,-2.37019439955844,0.0177787346289311
Genetic variance,20X - 2X,Chr,200,8,2,GW,R,0.0128575104373363,0.00235759880447664,Inf,5.45364648680778,4.934725839248e-08
Genetic variance,20X - 2X,Peri,200,8,2,GW,R,0.0120458003016274,0.00235759880447655,Inf,5.10935120884654,3.23266952143256e-07
Genetic variance,20X - 2X,Chr,2,2,3,GW,R,0.00541312582714157,0.00235759880447669,Inf,2.29603349682013,0.0216739661938533
Genetic variance,20X - 2X,Peri,2,2,3,GW,R,0.0108309851553631,0.00235759880447666,Inf,4.5940747572475,4.34673542766776e-06
Genetic variance,20X - 2X,Chr,200,2,3,GW,R,0.010720621106572,0.00235759880447669,Inf,4.54726270059828,5.43481439733914e-06
Genetic variance,20X - 2X,Peri,200,2,3,GW,R,0.0102807665531695,0.00235759880447674,Inf,4.36069382697677,1.29650676303928e-05
Genetic variance,20X - 2X,WT,200,2,3,GW,R,-0.00473922109607203,0.00235759880447671,Inf,-2.0101898113763,0.0444111033478555
Genetic variance,20X - 2X,Chr,200,8,3,GW,R,0.0195055304969074,0.00235759880447669,Inf,8.27347318800367,1.30112071278541e-16
Genetic variance,20X - 2X,Peri,200,8,3,GW,R,0.0104431302754529,0.00235759880447672,Inf,4.42956208478857,9.4424627811327e-06
Genetic variance,20X - 2X,Chr,2,2,4,GW,R,0.0057178388466939,0.00235759880447671,Inf,2.42528068636471,0.0152965549203689
Genetic variance,20X - 2X,Chr,200,2,4,GW,R,0.0115545143791872,0.00235759880447668,Inf,4.90096718629443,9.53659856930226e-07
Genetic variance,20X - 2X,Peri,200,2,4,GW,R,0.00988882271008729,0.00235759880447671,Inf,4.19444677835345,2.73538364978708e-05
Genetic variance,20X - 2X,Chr,200,8,4,GW,R,0.0264765231837977,0.0023575988044767,Inf,11.2302920808761,2.89519890463784e-29
Genetic variance,20X - 2X,Peri,200,8,4,GW,R,0.0202598874079078,0.00235759880447681,Inf,8.59344150049476,8.44024716526256e-18
Genetic variance,20X - 2X,Peri,2,2,5,GW,R,0.00879893606475821,0.0023575988044767,Inf,3.73216004693015,0.000189844812210894
Genetic variance,20X - 2X,WT,2,2,5,GW,R,0.00758972628462292,0.00235759880447668,Inf,3.21926116954731,0.00128521371260936
Genetic variance,20X - 2X,Chr,200,2,5,GW,R,0.00584740721711326,0.0023575988044767,Inf,2.48023845533429,0.0131294545952325
Genetic variance,20X - 2X,Peri,200,2,5,GW,R,0.0104921339856336,0.00235759880447671,Inf,4.45034751702057,8.57314469938252e-06
Genetic variance,20X - 2X,Chr,200,8,5,GW,R,0.0144983600936111,0.0023575988044767,Inf,6.14962989719923,7.7663958051986e-10
