response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,2 - 8,2X,WT,200,2,GW,R,-2.30357036019387,0.119201821214892,Inf,-19.3249594403519,3.31244031137112e-83
Genetic gain,2 - 8,20X,Chr,2,3,GW,R,-1.29970128748105,0.119201821214887,Inf,-10.9033677022271,1.11068749052269e-27
Genetic gain,2 - 8,2X,Chr,2,3,GW,R,-1.4095656188003,0.119201821214888,Inf,-11.8250342522808,2.89784499364052e-32
Genetic gain,2 - 8,20X,Peri,2,3,GW,R,-1.45444836444494,0.119201821214887,Inf,-12.2015616004976,3.04919444552658e-34
Genetic gain,2 - 8,2X,Peri,2,3,GW,R,-1.24412507429684,0.119201821214886,Inf,-10.4371314264909,1.67804899678796e-25
Genetic gain,2 - 8,20X,WT,2,3,GW,R,-1.24114011500005,0.119201821214887,Inf,-10.412090204248,2.18373481277489e-25
Genetic gain,2 - 8,2X,WT,2,3,GW,R,-1.53456293476647,0.119201821214887,Inf,-12.8736534318556,6.33340198919316e-38
Genetic gain,2 - 8,20X,Chr,200,3,GW,R,-2.14416950187976,0.119201821214888,Inf,-17.987724348728,2.43139475355756e-72
Genetic gain,2 - 8,2X,Chr,200,3,GW,R,-2.12761512063699,0.119201821214887,Inf,-17.8488474333081,2.95063177317679e-71
Genetic gain,2 - 8,20X,Peri,200,3,GW,R,-2.1059722708147,0.119201821214887,Inf,-17.667282675306,7.491983630323e-70
Genetic gain,2 - 8,2X,Peri,200,3,GW,R,-2.41167109365752,0.119201821214889,Inf,-20.2318309324311,5.13600339459845e-91
Genetic gain,2 - 8,20X,WT,200,3,GW,R,-2.27246900005929,0.119201821214886,Inf,-19.0640459759646,5.02356436395513e-81
Genetic gain,2 - 8,2X,WT,200,3,GW,R,-2.36229886243859,0.119201821214888,Inf,-19.8176406900699,2.09712588182313e-87
Genetic gain,2 - 8,20X,Chr,2,4,GW,R,-0.367422491572368,0.119201821214887,Inf,-3.08235635854934,0.00205368819352588
Genetic gain,2 - 8,2X,Chr,2,4,GW,R,-0.289830955617555,0.119201821214887,Inf,-2.43143059949624,0.0150393291879087
Genetic gain,2 - 8,20X,Peri,2,4,GW,R,-0.29355236741761,0.119201821214886,Inf,-2.46265002015717,0.0137914463158095
Genetic gain,2 - 8,2X,Peri,2,4,GW,R,-0.267323970319153,0.119201821214887,Inf,-2.24261649356215,0.0249215557239016
Genetic gain,2 - 8,2X,WT,2,4,GW,R,-0.281612456468768,0.119201821214887,Inf,-2.36248451238929,0.018152899922419
Genetic gain,2 - 8,20X,Chr,200,4,GW,R,-2.97720312627686,0.119201821214887,Inf,-24.9761546923834,1.11037360400886e-137
Genetic gain,2 - 8,2X,Chr,200,4,GW,R,-2.97902044994763,0.119201821214887,Inf,-24.9914004633981,7.58199526653855e-138
Genetic gain,2 - 8,20X,Peri,200,4,GW,R,-3.08822704669979,0.119201821214886,Inf,-25.9075491903149,5.47521271977705e-148
Genetic gain,2 - 8,2X,Peri,200,4,GW,R,-3.1787999398738,0.11920182121489,Inf,-26.6673772890034,1.12539620707867e-156
Genetic gain,2 - 8,20X,WT,200,4,GW,R,-2.97348361459563,0.119201821214888,Inf,-24.944951212073,2.42249691712763e-137
Genetic gain,2 - 8,2X,WT,200,4,GW,R,-3.03918319516287,0.119201821214888,Inf,-25.4961137689672,2.17691726851684e-143
Genetic gain,2 - 8,20X,Chr,2,5,GW,R,-1.19790584060904,0.119201821214886,Inf,-10.049392101565,9.24358605040345e-24
Genetic gain,2 - 8,2X,Chr,2,5,GW,R,-1.41775181602337,0.119201821214886,Inf,-11.8937093542185,1.27610510016751e-32
Genetic gain,2 - 8,20X,Peri,2,5,GW,R,-1.21490836481678,0.119201821214886,Inf,-10.1920285481768,2.15225615362176e-24
Genetic gain,2 - 8,2X,Peri,2,5,GW,R,-1.37024466788601,0.119201821214885,Inf,-11.4951655429481,1.3951330037386e-30
Genetic gain,2 - 8,20X,WT,2,5,GW,R,-1.13997932554204,0.119201821214886,Inf,-9.56343882940336,1.13907574693597e-21
Genetic gain,2 - 8,2X,WT,2,5,GW,R,-1.28305872703695,0.119201821214887,Inf,-10.763751039709,5.10490259287235e-27
Genetic gain,2 - 8,20X,Chr,200,5,GW,R,-1.86145631226297,0.119201821214887,Inf,-15.6160056389349,5.6644896788645e-55
Genetic gain,2 - 8,2X,Chr,200,5,GW,R,-1.95182473770999,0.119201821214887,Inf,-16.3741184305516,2.92717988006204e-60
Genetic gain,2 - 8,20X,Peri,200,5,GW,R,-1.95887038224817,0.119201821214887,Inf,-16.4332252836715,1.10615834556347e-60
Genetic gain,2 - 8,2X,Peri,200,5,GW,R,-1.96625850758834,0.119201821214887,Inf,-16.4952052539846,3.97207777897053e-61
Genetic gain,2 - 8,20X,WT,200,5,GW,R,-2.07985581378626,0.119201821214888,Inf,-17.4481882289101,3.55325731921868e-68
Genetic gain,2 - 8,2X,WT,200,5,GW,R,-1.88182785737596,0.119201821214878,Inf,-15.7869052519231,3.82910609820729e-56
