response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Bulmer effect,2 - 8,20X,Chr,200,4,CV,DV,0.587612608338377,0.0693182380709382,Inf,8.47702747056311,2.31020414357281e-17
Bulmer effect,2 - 8,2X,Chr,200,4,CV,DV,0.623053802085851,0.0693182380709398,Inf,8.98830985069503,2.51061385454083e-19
Bulmer effect,2 - 8,20X,Peri,200,4,CV,DV,0.588896983987247,0.069318238070939,Inf,8.49555615341205,1.969873890798e-17
Bulmer effect,2 - 8,2X,Peri,200,4,CV,DV,0.64942963605828,0.0693182380709406,Inf,9.36881337626688,7.33525300566584e-21
Bulmer effect,2 - 8,20X,WT,200,4,CV,DV,0.675642209633959,0.0693182380709374,Inf,9.74696167179747,1.90071818091665e-22
Bulmer effect,2 - 8,2X,WT,200,4,CV,DV,0.627841329937803,0.069318238070936,Inf,9.05737577021662,1.33626604960761e-19
Bulmer effect,2 - 8,20X,Chr,200,5,CV,DV,0.837275873328068,0.069318238070941,Inf,12.0787241082382,1.36826368534366e-33
Bulmer effect,2 - 8,2X,Chr,200,5,CV,DV,0.924455561981945,0.069318238070939,Inf,13.3363972845916,1.42165782145464e-40
Bulmer effect,2 - 8,20X,Peri,200,5,CV,DV,0.948177709910239,0.0693182380709453,Inf,13.6786181573139,1.36257501736263e-42
Bulmer effect,2 - 8,2X,Peri,200,5,CV,DV,1.02996401117734,0.0693182380709361,Inf,14.8584851525415,6.12955628875541e-50
Bulmer effect,2 - 8,20X,WT,200,5,CV,DV,0.953180225883883,0.0693182380709444,Inf,13.7507855423033,5.0379522112726e-43
Bulmer effect,2 - 8,2X,WT,200,5,CV,DV,0.949323120905712,0.0693182380709316,Inf,13.6951421058091,1.08547781942642e-42
Bulmer effect,2 - 8,20X,Chr,200,1,GW,DV,2.00389939922479,0.069318238070915,Inf,28.9086891847241,9.28476912911535e-184
Bulmer effect,2 - 8,2X,Chr,200,1,GW,DV,2.22250230044564,0.0693182380709399,Inf,32.0623022496785,1.47933168909889e-225
Bulmer effect,2 - 8,20X,Peri,200,1,GW,DV,2.40608468593952,0.0693182380709371,Inf,34.7107017272604,5.43244699650968e-264
Bulmer effect,2 - 8,2X,Peri,200,1,GW,DV,2.80410374948511,0.0693182380709393,Inf,40.4526114269585,0
Bulmer effect,2 - 8,20X,WT,200,1,GW,DV,2.09495145944254,0.0693182380709418,Inf,30.2222260366532,1.20935175363487e-200
Bulmer effect,2 - 8,2X,WT,200,1,GW,DV,2.93596771557982,0.069318238070941,Inf,42.3549097219568,0
Bulmer effect,2 - 8,20X,Chr,200,2,GW,DV,0.631415230885095,0.0693182380709391,Inf,9.10893364368142,8.31956406047277e-20
Bulmer effect,2 - 8,2X,Chr,200,2,GW,DV,0.688275099878095,0.0693182380709375,Inf,9.92920649791678,3.1071828146681e-23
Bulmer effect,2 - 8,20X,Peri,200,2,GW,DV,0.757765772025116,0.0693182380709432,Inf,10.9316940694538,8.1315985301811e-28
Bulmer effect,2 - 8,2X,Peri,200,2,GW,DV,0.692363004459673,0.0693182380709471,Inf,9.98817949975938,1.71706163926067e-23
Bulmer effect,2 - 8,20X,WT,200,2,GW,DV,0.734777761841095,0.0693182380709382,Inf,10.6000640277259,2.97776288106781e-26
Bulmer effect,2 - 8,2X,WT,200,2,GW,DV,0.762312213739074,0.0693182380709418,Inf,10.9972820278396,3.93823590273342e-28
Bulmer effect,2 - 8,20X,Chr,200,3,GW,DV,0.433133728852872,0.0693182380709397,Inf,6.24848150943488,4.14462278794942e-10
Bulmer effect,2 - 8,2X,Chr,200,3,GW,DV,0.467620699154137,0.0693182380709397,Inf,6.74599805430106,1.51978655655341e-11
Bulmer effect,2 - 8,20X,Peri,200,3,GW,DV,0.589665861384249,0.0693182380709406,Inf,8.50664814620334,1.79033799857247e-17
Bulmer effect,2 - 8,2X,Peri,200,3,GW,DV,0.506067879169605,0.069318238070933,Inf,7.30064544704307,2.86390513621818e-13
Bulmer effect,2 - 8,20X,WT,200,3,GW,DV,0.482572949374543,0.0693182380709393,Inf,6.96170247259725,3.36184937746437e-12
Bulmer effect,2 - 8,2X,WT,200,3,GW,DV,0.540721385238133,0.0693182380709379,Inf,7.80056447315896,6.16308699772715e-15
Bulmer effect,2 - 8,2X,Peri,2,4,GW,DV,0.188245471531146,0.095731111667027,Inf,1.96639805234795,0.0492526482473023
Bulmer effect,2 - 8,2X,WT,2,4,GW,DV,0.254067016435947,0.0969007759264407,Inf,2.62192963892068,0.00874334798895719
Bulmer effect,2 - 8,20X,Chr,200,4,GW,DV,0.349109852846789,0.0693182380709381,Inf,5.03633477367848,4.74530343698918e-07
Bulmer effect,2 - 8,2X,Chr,200,4,GW,DV,0.488873622596197,0.0693182380709408,Inf,7.05259735678624,1.75608459869227e-12
Bulmer effect,2 - 8,20X,Peri,200,4,GW,DV,0.435354819292639,0.0693182380709398,Inf,6.28052344387491,3.37434991190818e-10
Bulmer effect,2 - 8,2X,Peri,200,4,GW,DV,0.378619631473164,0.0693182380709402,Inf,5.46204926740471,4.70669405306136e-08
Bulmer effect,2 - 8,20X,WT,200,4,GW,DV,0.43626736725726,0.0693182380709375,Inf,6.29368805956668,3.10010514786142e-10
Bulmer effect,2 - 8,2X,WT,200,4,GW,DV,0.500357756758513,0.0693182380709375,Inf,7.21826997746923,5.26531056198108e-13
Bulmer effect,2 - 8,20X,Chr,200,5,GW,DV,1.08548061739816,0.0693182380709432,Inf,15.6593798054594,2.86679149604915e-55
Bulmer effect,2 - 8,2X,Chr,200,5,GW,DV,1.05814866634206,0.0693182380709396,Inf,15.2650831265959,1.30661215876407e-52
Bulmer effect,2 - 8,20X,Peri,200,5,GW,DV,1.21608612536802,0.069318238070945,Inf,17.5435233094556,6.66631360073848e-69
Bulmer effect,2 - 8,2X,Peri,200,5,GW,DV,1.22962589298095,0.0693182380709396,Inf,17.7388509460174,2.10189308708615e-70
Bulmer effect,2 - 8,20X,WT,200,5,GW,DV,1.22447392514424,0.0693182380709442,Inf,17.6645275358997,7.86687263254535e-70
Bulmer effect,2 - 8,2X,WT,200,5,GW,DV,1.0696735719466,0.0693182380709359,Inf,15.431343924985,1.00750189968276e-53
Bulmer effect,2 - 8,20X,Chr,200,1,CV,R,1.33591728460627,0.0693182380709378,Inf,19.2722337119871,9.18834063278738e-83
Bulmer effect,2 - 8,2X,Chr,200,1,CV,R,1.53454490343675,0.0693182380709377,Inf,22.1376790025499,1.37117988775259e-108
Bulmer effect,2 - 8,20X,Peri,200,1,CV,R,1.60866624193657,0.0693182380709386,Inf,23.2069695754572,3.87217118346074e-119
Bulmer effect,2 - 8,2X,Peri,200,1,CV,R,1.64805718398111,0.0693182380709371,Inf,23.7752318847828,6.02618407399251e-125
Bulmer effect,2 - 8,20X,WT,200,1,CV,R,1.7621001212011,0.0693182380709415,Inf,25.4204401357942,1.49901519215945e-142
Bulmer effect,2 - 8,2X,WT,200,1,CV,R,1.79159158330783,0.0693182380709316,Inf,25.8458903914225,2.70621024746573e-147
Bulmer effect,2 - 8,20X,Chr,200,2,CV,R,0.708143312998888,0.0693182380709372,Inf,10.2158296677161,1.68432009387984e-24
Bulmer effect,2 - 8,2X,Chr,200,2,CV,R,0.814971682497053,0.069318238070931,Inf,11.7569589934343,6.50346944103835e-32
Bulmer effect,2 - 8,20X,Peri,200,2,CV,R,0.731495333107707,0.0693182380709404,Inf,10.5527109959012,4.93521815872218e-26
Bulmer effect,2 - 8,2X,Peri,200,2,CV,R,0.707527361622883,0.0693182380709529,Inf,10.2069438190087,1.84587434086708e-24
Bulmer effect,2 - 8,20X,WT,200,2,CV,R,0.841931734113216,0.0693182380709346,Inf,12.1458905699774,6.03221721647535e-34
Bulmer effect,2 - 8,2X,WT,200,2,CV,R,0.864209609026527,0.0693182380709312,Inf,12.4672760456232,1.12609996479166e-35
Bulmer effect,2 - 8,20X,Chr,200,3,CV,R,0.637643237866982,0.0693182380709393,Inf,9.19878022886888,3.62035918111811e-20
Bulmer effect,2 - 8,2X,Chr,200,3,CV,R,0.708829430680417,0.0693182380709291,Inf,10.2257277508282,1.52081312677969e-24
Bulmer effect,2 - 8,20X,Peri,200,3,CV,R,0.600417181626588,0.069318238070943,Inf,8.66174903366842,4.64580275740326e-18
Bulmer effect,2 - 8,2X,Peri,200,3,CV,R,0.756745802827144,0.0693182380709289,Inf,10.9169797716557,9.5622850373295e-28
Bulmer effect,2 - 8,20X,WT,200,3,CV,R,0.771332955441338,0.0693182380709404,Inf,11.1274172123642,9.22703713909249e-29
Bulmer effect,2 - 8,2X,WT,200,3,CV,R,0.735155042308685,0.0693182380709269,Inf,10.6055067579252,2.80936822748904e-26
Bulmer effect,2 - 8,20X,Chr,200,4,CV,R,0.476277005733064,0.0693182380709384,Inf,6.8708758183619,6.38089232535797e-12
Bulmer effect,2 - 8,2X,Chr,200,4,CV,R,0.611634760701841,0.0693182380709352,Inf,8.82357627261009,1.1086112337577e-18
Bulmer effect,2 - 8,20X,Peri,200,4,CV,R,0.568871058699633,0.0693182380709384,Inf,8.20665779354441,2.27430588858385e-16
Bulmer effect,2 - 8,2X,Peri,200,4,CV,R,0.599622302954217,0.0693182380709478,Inf,8.65028194081475,5.13723531317148e-18
Bulmer effect,2 - 8,20X,WT,200,4,CV,R,0.603645747528427,0.0693182380709461,Inf,8.70832502855317,3.08397926378697e-18
Bulmer effect,2 - 8,2X,WT,200,4,CV,R,0.627353931095483,0.0693182380709384,Inf,9.05034444836099,1.42518057231135e-19
Bulmer effect,2 - 8,20X,Chr,200,5,CV,R,0.712070758597551,0.0693182380709378,Inf,10.2724878533243,9.37551532233115e-25
Bulmer effect,2 - 8,2X,Chr,200,5,CV,R,0.83290391773899,0.0693182380709329,Inf,12.0156533246948,2.94036501839505e-33
Bulmer effect,2 - 8,20X,Peri,200,5,CV,R,0.862522414354925,0.0693182380709408,Inf,12.4429362078161,1.52782530443505e-35
Bulmer effect,2 - 8,2X,Peri,200,5,CV,R,0.933640324555648,0.0693182380709349,Inf,13.468898669932,2.38395335428559e-41
Bulmer effect,2 - 8,20X,WT,200,5,CV,R,0.825340742067429,0.0693182380709442,Inf,11.9065453051869,1.09417338618777e-32
Bulmer effect,2 - 8,2X,WT,200,5,CV,R,0.898059179742102,0.0693182380709299,Inf,12.9555973252402,2.18429185020003e-38
Bulmer effect,2 - 8,20X,Chr,200,1,GW,R,1.36186584677518,0.0693182380709317,Inf,19.6465733214629,6.18500543066392e-86
Bulmer effect,2 - 8,2X,Chr,200,1,GW,R,1.76096901104708,0.0693182380709388,Inf,25.4041224943563,2.27076548227458e-142
Bulmer effect,2 - 8,20X,Peri,200,1,GW,R,1.77669195084369,0.0693182380709363,Inf,25.6309450483367,6.89680483287332e-145
Bulmer effect,2 - 8,2X,Peri,200,1,GW,R,1.90507772351276,0.0693182380709358,Inf,27.4830661674237,2.79821432666025e-166
Bulmer effect,2 - 8,20X,WT,200,1,GW,R,1.93443936072684,0.0693182380709422,Inf,27.9066435408684,2.2160757428022e-171
Bulmer effect,2 - 8,2X,WT,200,1,GW,R,1.88590482920439,0.0693182380709356,Inf,27.2064738182537,5.44484109974154e-163
Bulmer effect,2 - 8,20X,Chr,200,2,GW,R,0.547602107651291,0.0693182380709368,Inf,7.89982727332022,2.79290184847843e-15
Bulmer effect,2 - 8,2X,Chr,200,2,GW,R,0.710550013141539,0.0693182380709309,Inf,10.2505492481569,1.17672951772888e-24
Bulmer effect,2 - 8,20X,Peri,200,2,GW,R,0.635742538149277,0.069318238070935,Inf,9.17136032076733,4.67087018487967e-20
Bulmer effect,2 - 8,2X,Peri,200,2,GW,R,0.669659724103158,0.0693182380709527,Inf,9.66065703253605,4.43013441775554e-22
Bulmer effect,2 - 8,20X,WT,200,2,GW,R,0.772423282754848,0.0693182380709359,Inf,11.1431465116641,7.73377549648602e-29
Bulmer effect,2 - 8,2X,WT,200,2,GW,R,0.805115475712059,0.0693182380709439,Inf,11.6147712076591,3.46715238313094e-31
Bulmer effect,2 - 8,20X,Chr,200,3,GW,R,0.375402732273817,0.0693182380709399,Inf,5.41564157891076,6.10693265810369e-08
Bulmer effect,2 - 8,2X,Chr,200,3,GW,R,0.560229872356333,0.0693182380709272,Inf,8.08199815729736,6.37140682844217e-16
Bulmer effect,2 - 8,20X,Peri,200,3,GW,R,0.584826669955023,0.0693182380709459,Inf,8.43683691666346,3.26040889164169e-17
Bulmer effect,2 - 8,2X,Peri,200,3,GW,R,0.573395357244115,0.0693182380709366,Inf,8.27192630974452,1.3181176840122e-16
Bulmer effect,2 - 8,20X,WT,200,3,GW,R,0.590287544263825,0.0693182380709421,Inf,8.51561667882714,1.65706105516131e-17
Bulmer effect,2 - 8,2X,WT,200,3,GW,R,0.697388205600374,0.0693182380709167,Inf,10.0606741459139,8.24319262393725e-24
Bulmer effect,2 - 8,20X,Chr,200,4,GW,R,0.449731201789725,0.0693182380709381,Inf,6.48792026896997,8.70293115520075e-11
Bulmer effect,2 - 8,2X,Chr,200,4,GW,R,0.549441930687205,0.0693182380709397,Inf,7.92636896115149,2.25646509915405e-15
Bulmer effect,2 - 8,20X,Peri,200,4,GW,R,0.410602439137914,0.0693182380709399,Inf,5.92344021666716,3.15275377746722e-09
Bulmer effect,2 - 8,2X,Peri,200,4,GW,R,0.505255706975595,0.0693182380709367,Inf,7.2889288740799,3.12428926757205e-13
Bulmer effect,2 - 8,20X,WT,200,4,GW,R,0.575303428923347,0.0693182380709466,Inf,8.29945256736805,1.0459221688151e-16
Bulmer effect,2 - 8,2X,WT,200,4,GW,R,0.533153818477487,0.0693182380709371,Inf,7.69139310684559,1.45541500882479e-14
Bulmer effect,2 - 8,20X,Chr,200,5,GW,R,0.806891746930257,0.0693182380709379,Inf,11.6403960831277,2.56820160758952e-31
Bulmer effect,2 - 8,2X,Chr,200,5,GW,R,0.873919227343335,0.0693182380709352,Inf,12.6073491142263,1.92354682324436e-36
Bulmer effect,2 - 8,20X,Peri,200,5,GW,R,0.973279286345675,0.0693182380709421,Inf,14.0407389661231,8.77923908186752e-45
Bulmer effect,2 - 8,2X,Peri,200,5,GW,R,0.880132830498258,0.069318238070927,Inf,12.6969879066704,6.14495709999442e-37
Bulmer effect,2 - 8,20X,WT,200,5,GW,R,0.907994302581574,0.0693182380709475,Inf,13.0989235711998,3.33960422360276e-39
Bulmer effect,2 - 8,2X,WT,200,5,GW,R,1.04179923280534,0.0693182380709269,Inf,15.0292226374733,4.72518233362316e-51
