response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,2 - 8,20X,Chr,200,3,GW,R,-3.35648245690928,0.13486224791455,Inf,-24.8882286096549,9.97819128977361e-137
Genetic gain,2 - 8,2X,Chr,200,3,GW,R,-3.42199627910348,0.134862247914549,Inf,-25.3740118678113,4.88309885017929e-142
Genetic gain,2 - 8,20X,Peri,200,3,GW,R,-3.50346662078862,0.134862247914549,Inf,-25.9781122958032,8.75388493022826e-149
Genetic gain,2 - 8,2X,Peri,200,3,GW,R,-3.74709505295245,0.134862247914557,Inf,-27.784610674193,6.65657980107796e-170
Genetic gain,2 - 8,20X,WT,200,3,GW,R,-3.43297563354689,0.134862247914552,Inf,-25.4554234905088,6.14794714973515e-143
Genetic gain,2 - 8,2X,WT,200,3,GW,R,-3.56286037632446,0.134862247914553,Inf,-26.4185154216164,8.39672396409083e-154
Genetic gain,2 - 8,20X,Chr,200,4,GW,R,-5.02081225885029,0.13486224791455,Inf,-37.2291900549626,2.30108884186727e-303
Genetic gain,2 - 8,2X,Chr,200,4,GW,R,-4.88424490046588,0.13486224791455,Inf,-36.2165467059439,3.3425220318542e-287
Genetic gain,2 - 8,20X,Peri,200,4,GW,R,-5.22185496862835,0.134862247914552,Inf,-38.7199164286279,0
Genetic gain,2 - 8,2X,Peri,200,4,GW,R,-4.95085071362285,0.134862247914551,Inf,-36.7104270481961,4.97926635422422e-295
Genetic gain,2 - 8,20X,WT,200,4,GW,R,-4.61741003970563,0.13486224791455,Inf,-34.2379732735232,6.58624901539516e-257
Genetic gain,2 - 8,2X,WT,200,4,GW,R,-4.84242349666276,0.134862247914562,Inf,-35.9064421032826,2.4235217610142e-282
Genetic gain,2 - 8,20X,Chr,2,5,GW,R,-0.889606488944109,0.13486224791455,Inf,-6.59640857764562,4.21237051905799e-11
Genetic gain,2 - 8,2X,Chr,2,5,GW,R,-1.09472702072445,0.134862247914551,Inf,-8.11737189356408,4.76387239879669e-16
Genetic gain,2 - 8,20X,Peri,2,5,GW,R,-0.926569484271337,0.134862247914552,Inf,-6.8704882100023,6.39825520460843e-12
Genetic gain,2 - 8,2X,Peri,2,5,GW,R,-0.975062443245606,0.134862247914553,Inf,-7.23006221773339,4.82772807366218e-13
Genetic gain,2 - 8,20X,WT,2,5,GW,R,-0.778101137419472,0.134862247914551,Inf,-5.76959934638254,7.94602229433504e-09
Genetic gain,2 - 8,2X,WT,2,5,GW,R,-0.847592866328335,0.134862247914553,Inf,-6.28487867757743,3.28109824390287e-10
Genetic gain,2 - 8,20X,Chr,200,5,GW,R,-3.16520710488429,0.13486224791455,Inf,-23.4699269352962,8.27573443486314e-122
Genetic gain,2 - 8,2X,Chr,200,5,GW,R,-3.14163804139193,0.134862247914551,Inf,-23.2951629531081,4.96310332123336e-120
Genetic gain,2 - 8,20X,Peri,200,5,GW,R,-3.14867786869128,0.134862247914551,Inf,-23.3473630862678,1.46583937185153e-120
Genetic gain,2 - 8,2X,Peri,200,5,GW,R,-3.21484643912053,0.134862247914549,Inf,-23.8380012852633,1.34872475677216e-125
Genetic gain,2 - 8,20X,WT,200,5,GW,R,-3.21464367200106,0.134862247914551,Inf,-23.8364977724371,1.39802704038615e-125
Genetic gain,2 - 8,2X,WT,200,5,GW,R,-3.05396596250912,0.134862247914538,Inf,-22.6450768078878,1.56000528054003e-113
