response,contrast,Matrix,Recombination,Map_type,QTL,H2,Repulsion,Allele,estimate,SE,df,z.ratio,p.value
QTL fixation,DV - R,CV,20X,WT,2,2,3,negative_QTL,0.0266666666661752,0.00541011292048736,Inf,4.92904067957476,8.26343688599154e-07
QTL fixation,DV - R,CV,2X,WT,2,2,3,negative_QTL,0.0111904761904152,0.00541011292048737,Inf,2.06843671377697,0.0385989758785376
QTL fixation,DV - R,CV,20X,Chr,200,2,3,negative_QTL,0.0122138695164942,0.00541011292048737,Inf,2.25759973885978,0.0239706249562589
QTL fixation,DV - R,CV,2X,Chr,200,2,3,negative_QTL,0.0158985245777015,0.0054101129204873,Inf,2.9386677896308,0.00329626182428974
QTL fixation,DV - R,CV,2X,Peri,200,2,3,negative_QTL,0.0124500034037553,0.00541011292048731,Inf,2.3012464964657,0.0213777020905053
QTL fixation,DV - R,CV,20X,WT,200,2,3,negative_QTL,0.015326897531898,0.00541011292048736,Inf,2.83300880354217,0.00461121160241197
QTL fixation,DV - R,CV,2X,WT,200,2,3,negative_QTL,0.0206463241875472,0.00541011292048733,Inf,3.81624644272442,0.00013549717645125
QTL fixation,DV - R,CV,20X,Chr,2,8,3,negative_QTL,0.0128571428555746,0.00541011292048728,Inf,2.37650175597751,0.0174776782073489
QTL fixation,DV - R,CV,2X,Chr,2,8,3,negative_QTL,0.0328571428575019,0.00541011292048726,Inf,6.07328226608302,1.25321884693652e-09
QTL fixation,DV - R,GW,2X,Chr,2,8,3,negative_QTL,0.0178571428570245,0.00541011292048734,Inf,3.30069688368277,0.000964450183123073
QTL fixation,DV - R,CV,20X,Peri,2,8,3,negative_QTL,0.0397619047620097,0.00541011292048727,Inf,7.3495517277352,1.98872680983798e-13
QTL fixation,DV - R,CV,2X,Peri,2,8,3,negative_QTL,0.0247619047619338,0.00541011292048728,Inf,4.57696634540921,4.71767320534576e-06
QTL fixation,DV - R,CV,20X,WT,2,8,3,negative_QTL,0.0271428571430003,0.00541011292048733,Inf,5.01705926325756,5.24683868727104e-07
QTL fixation,DV - R,CV,2X,WT,2,8,3,negative_QTL,0.0130952380952607,0.00541011292048732,Inf,2.42051104805427,0.0154987083228524
QTL fixation,DV - R,GW,2X,WT,2,8,3,negative_QTL,0.0247619047619074,0.00541011292048728,Inf,4.57696634540433,4.7176732054558e-06
QTL fixation,DV - R,CV,20X,Chr,200,8,3,negative_QTL,0.0134938360928965,0.0054101129204874,Inf,2.49418751349849,0.0126245831928908
QTL fixation,DV - R,GW,20X,Chr,200,8,3,negative_QTL,0.0172173572897062,0.00541011292048734,Inf,3.18243954289872,0.00146040001436558
QTL fixation,DV - R,CV,2X,Chr,200,8,3,negative_QTL,0.0236036842264814,0.00541011292048727,Inf,4.36288199033663,1.2836019109469e-05
QTL fixation,DV - R,GW,2X,Chr,200,8,3,negative_QTL,0.0223653603305022,0.00541011292048723,Inf,4.13399140816603,3.56516807913515e-05
QTL fixation,DV - R,CV,20X,Peri,200,8,3,negative_QTL,0.0143077254750815,0.00541011292048731,Inf,2.64462603375619,0.00817812444824926
QTL fixation,DV - R,GW,20X,Peri,200,8,3,negative_QTL,0.0195659665083851,0.00541011292048727,Inf,3.61655418213025,0.00029855084809664
QTL fixation,DV - R,CV,2X,Peri,200,8,3,negative_QTL,0.0250748691412255,0.00541011292048728,Inf,4.63481437628977,3.57257912962498e-06
QTL fixation,DV - R,GW,2X,Peri,200,8,3,negative_QTL,0.0253397589382332,0.00541011292048679,Inf,4.68377634823067,2.81637305395168e-06
QTL fixation,DV - R,CV,20X,WT,200,8,3,negative_QTL,0.0252009465414768,0.00541011292048738,Inf,4.65811840008813,3.19112670041192e-06
QTL fixation,DV - R,GW,20X,WT,200,8,3,negative_QTL,0.0231430775277694,0.00541011292048745,Inf,4.27774389701356,1.88797050975811e-05
QTL fixation,DV - R,CV,2X,WT,200,8,3,negative_QTL,0.0234289642057799,0.00541011292048736,Inf,4.33058691197694,1.48712434261598e-05
QTL fixation,DV - R,GW,2X,WT,200,8,3,negative_QTL,0.0251706669379197,0.00541011292048721,Inf,4.65252154767464,3.27900461590276e-06
QTL fixation,DV - R,CV,20X,Chr,2,2,4,negative_QTL,0.0354761904750658,0.0054101129204866,Inf,6.5573844754196,5.47597016151313e-11
QTL fixation,DV - R,CV,2X,Chr,2,2,4,negative_QTL,0.0407142857147874,0.00541011292048727,Inf,7.52558889493945,5.24832317828455e-14
QTL fixation,DV - R,GW,2X,Chr,2,2,4,negative_QTL,0.015476190476041,0.00541011292048729,Inf,2.86060396584977,0.00422834887865572
QTL fixation,DV - R,CV,20X,Peri,2,2,4,negative_QTL,0.0304761904761609,0.00541011292048725,Inf,5.6331893481839,1.7690703958881e-08
QTL fixation,DV - R,GW,20X,Peri,2,2,4,negative_QTL,0.018809523809787,0.0054101129204873,Inf,3.47673405088425,0.000507561007138395
QTL fixation,DV - R,CV,2X,Peri,2,2,4,negative_QTL,0.0261904761906513,0.00541011292048736,Inf,4.84102209613252,1.2917300691999e-06
QTL fixation,DV - R,GW,2X,Peri,2,2,4,negative_QTL,0.0204761904761323,0.0054101129204873,Inf,3.78479909330394,0.000153832800734762
QTL fixation,DV - R,CV,20X,WT,2,2,4,negative_QTL,0.0259523809527043,0.00541011292048731,Inf,4.79701280437723,1.61049310328673e-06
QTL fixation,DV - R,GW,20X,WT,2,2,4,negative_QTL,0.0147619047620449,0.00541011292048726,Inf,2.72857609055512,0.0063608413531609
QTL fixation,DV - R,CV,2X,WT,2,2,4,negative_QTL,0.0447619047620455,0.00541011292048733,Inf,8.27374685517902,1.29813626016991e-16
QTL fixation,DV - R,GW,2X,WT,2,2,4,negative_QTL,0.0216666666666177,0.00541011292048729,Inf,4.0048455522193,6.20580141612889e-05
QTL fixation,DV - R,CV,20X,Chr,200,2,4,negative_QTL,0.016072922551142,0.00541011292048729,Inf,2.97090334108855,0.00296925218044468
QTL fixation,DV - R,GW,20X,Chr,200,2,4,negative_QTL,0.0136652659087764,0.00541011292048729,Inf,2.52587443360528,0.0115410722918891
QTL fixation,DV - R,CV,2X,Chr,200,2,4,negative_QTL,0.0203947573404565,0.00541011292048732,Inf,3.76974707186323,0.000163413068082954
QTL fixation,DV - R,GW,2X,Chr,200,2,4,negative_QTL,0.0136412352088196,0.00541011292048727,Inf,2.52143262244349,0.0116878056409657
QTL fixation,DV - R,CV,20X,Peri,200,2,4,negative_QTL,0.0179190782834177,0.00541011292048733,Inf,3.31214496754045,0.000925835566926004
QTL fixation,DV - R,CV,2X,Peri,200,2,4,negative_QTL,0.0227394128647708,0.00541011292048733,Inf,4.20313091408128,2.63248234110289e-05
QTL fixation,DV - R,GW,2X,Peri,200,2,4,negative_QTL,0.0118830201145774,0.00541011292048725,Inf,2.19644585782642,0.0280600464079514
QTL fixation,DV - R,CV,20X,WT,200,2,4,negative_QTL,0.019170753147543,0.00541011292048735,Inf,3.54350332965251,0.000394848324664458
QTL fixation,DV - R,GW,20X,WT,200,2,4,negative_QTL,0.0154536896568123,0.00541011292048734,Inf,2.85644493635083,0.00428414307353545
QTL fixation,DV - R,CV,2X,WT,200,2,4,negative_QTL,0.0167500253596475,0.00541011292048726,Inf,3.09605836436755,0.0019611175629529
QTL fixation,DV - R,GW,2X,WT,200,2,4,negative_QTL,0.0142134334446422,0.00541011292048735,Inf,2.62719718673854,0.0086091429026779
QTL fixation,DV - R,CV,20X,Chr,2,8,4,negative_QTL,0.0457142857147207,0.00541011292048726,Inf,8.44978402236444,2.91842195669862e-17
QTL fixation,DV - R,GW,20X,Chr,2,8,4,negative_QTL,0.034761904761741,0.00541011292048723,Inf,6.42535660024826,1.3156073631981e-10
QTL fixation,DV - R,CV,2X,Chr,2,8,4,negative_QTL,0.043571428571243,0.00541011292048734,Inf,8.05370039620506,8.0327708194775e-16
QTL fixation,DV - R,GW,2X,Chr,2,8,4,negative_QTL,0.0207142857146059,0.00541011292048727,Inf,3.82880838515663,0.000128765209894189
QTL fixation,DV - R,CV,20X,Peri,2,8,4,negative_QTL,0.0564285714286326,0.00541011292048734,Inf,10.430202152518,1.80503863021273e-25
QTL fixation,DV - R,GW,20X,Peri,2,8,4,negative_QTL,0.0345238095237915,0.0054101129204873,Inf,6.38134730849239,1.75536691600756e-10
QTL fixation,DV - R,CV,2X,Peri,2,8,4,negative_QTL,0.0369047619047435,0.00541011292048733,Inf,6.82144022631956,9.01322715541712e-12
QTL fixation,DV - R,GW,2X,Peri,2,8,4,negative_QTL,0.018571428571415,0.00541011292048726,Inf,3.43272475905038,0.00059754837607566
QTL fixation,DV - R,CV,20X,WT,2,8,4,negative_QTL,0.0502380952381297,0.00541011292048733,Inf,9.28596056616216,1.60255056551209e-20
QTL fixation,DV - R,GW,20X,WT,2,8,4,negative_QTL,0.0257142857142728,0.00541011292048732,Inf,4.75300351253233,2.00416864770362e-06
QTL fixation,DV - R,CV,2X,WT,2,8,4,negative_QTL,0.0402380952380751,0.0054101129204873,Inf,7.43757031127748,1.02554002055308e-13
QTL fixation,DV - R,GW,2X,WT,2,8,4,negative_QTL,0.0164285714285575,0.00541011292048731,Inf,3.03664113300573,0.00239230086063738
QTL fixation,DV - R,CV,20X,Chr,200,8,4,negative_QTL,0.0200845685180654,0.00541011292048737,Inf,3.71241207221533,0.000205293390667633
QTL fixation,DV - R,GW,20X,Chr,200,8,4,negative_QTL,0.0243494413919903,0.00541011292048733,Inf,4.50072701805954,6.77214329049683e-06
QTL fixation,DV - R,CV,2X,Chr,200,8,4,negative_QTL,0.030286672139837,0.00541011292048731,Inf,5.59815896358573,2.16640065260012e-08
QTL fixation,DV - R,GW,2X,Chr,200,8,4,negative_QTL,0.0300544168897528,0.00541011292048723,Inf,5.5552291294959,2.7724783770315e-08
QTL fixation,DV - R,CV,20X,Peri,200,8,4,negative_QTL,0.0225952810364941,0.00541011292048742,Inf,4.17648972740081,2.96042105447998e-05
QTL fixation,DV - R,GW,20X,Peri,200,8,4,negative_QTL,0.0274564800806129,0.00541011292048727,Inf,5.07502902141643,3.87436863941996e-07
QTL fixation,DV - R,CV,2X,Peri,200,8,4,negative_QTL,0.0294962598299962,0.00541011292048728,Inf,5.45205992250149,4.97896716101081e-08
QTL fixation,DV - R,GW,2X,Peri,200,8,4,negative_QTL,0.030604753240886,0.00541011292048718,Inf,5.65695276432975,1.54084147096318e-08
QTL fixation,DV - R,CV,20X,WT,200,8,4,negative_QTL,0.0287445441940702,0.00541011292048736,Inf,5.31311353691316,1.07767845668816e-07
QTL fixation,DV - R,GW,20X,WT,200,8,4,negative_QTL,0.0313430884822323,0.00541011292048741,Inf,5.79342593082299,6.89649083363209e-09
QTL fixation,DV - R,CV,2X,WT,200,8,4,negative_QTL,0.0306360079545653,0.0054101129204873,Inf,5.66272985514798,1.4898360990618e-08
QTL fixation,DV - R,GW,2X,WT,200,8,4,negative_QTL,0.031892657352655,0.00541011292048722,Inf,5.89500770527038,3.74663897909258e-09
QTL fixation,DV - R,CV,20X,Chr,2,2,5,negative_QTL,0.0154761904792686,0.0054101129204869,Inf,2.86060396644657,0.00422834887069704
QTL fixation,DV - R,GW,20X,Chr,2,2,5,negative_QTL,0.0140476190466471,0.00541011292048712,Inf,2.59654821500146,0.00941656888089164
QTL fixation,DV - R,CV,20X,Peri,2,2,5,negative_QTL,0.0169047619046861,0.00541011292048713,Inf,3.12465971655986,0.00178010854089911
QTL fixation,DV - R,CV,2X,Peri,2,2,5,negative_QTL,0.0271428571427504,0.00541011292048731,Inf,5.01705926321137,5.24683868853181e-07
QTL fixation,DV - R,GW,2X,Peri,2,2,5,negative_QTL,-0.0154761904761102,0.00541011292048728,Inf,-2.86060396586256,0.00422834887848516
QTL fixation,DV - R,CV,20X,WT,2,2,5,negative_QTL,0.0223809523806095,0.0054101129204874,Inf,4.13687342751308,3.52070183892608e-05
QTL fixation,DV - R,GW,20X,WT,2,2,5,negative_QTL,0.0259523809522657,0.00541011292048741,Inf,4.79701280429607,1.61049310393903e-06
QTL fixation,DV - R,CV,2X,WT,2,2,5,negative_QTL,0.0159523809523109,0.00541011292048736,Inf,2.94862254942986,0.00319193558121141
QTL fixation,DV - R,GW,2X,WT,2,2,5,negative_QTL,0.0240476190476997,0.00541011292048734,Inf,4.4449384700705,8.79170258782031e-06
QTL fixation,DV - R,CV,2X,Chr,200,2,5,negative_QTL,0.0108749320179272,0.0054101129204874,Inf,2.01011183643602,0.0444193535935193
QTL fixation,DV - R,CV,2X,WT,200,2,5,negative_QTL,0.0137502168612523,0.00541011292048732,Inf,2.54157668487514,0.0110353735630257
QTL fixation,DV - R,CV,20X,Chr,2,8,5,negative_QTL,0.0242857142844495,0.00541011292048735,Inf,4.48894776160454,7.15758450885493e-06
QTL fixation,DV - R,GW,20X,Chr,2,8,5,negative_QTL,0.0126190476192755,0.00541011292048731,Inf,2.33249246452676,0.0196747988786388
QTL fixation,DV - R,CV,2X,Chr,2,8,5,negative_QTL,0.0226190476193886,0.0054101129204874,Inf,4.18088271942221,2.90379616563442e-05
QTL fixation,DV - R,CV,20X,Peri,2,8,5,negative_QTL,0.0361904761905798,0.00541011292048733,Inf,6.68941235099393,2.24068539206866e-11
QTL fixation,DV - R,CV,2X,Peri,2,8,5,negative_QTL,0.0200000000000198,0.00541011292048732,Inf,3.69678050975289,0.000218350969662846
QTL fixation,DV - R,CV,20X,WT,2,8,5,negative_QTL,0.0292857142858274,0.00541011292048743,Inf,5.41314288929646,6.19280326267898e-08
QTL fixation,DV - R,CV,2X,WT,2,8,5,negative_QTL,0.0271428571428804,0.00541011292048737,Inf,5.01705926323535,5.2468386878772e-07
QTL fixation,DV - R,GW,2X,WT,2,8,5,negative_QTL,0.0121428571428495,0.00541011292048725,Inf,2.24447388091779,0.024801927612948
QTL fixation,DV - R,GW,20X,Chr,200,8,5,negative_QTL,0.0107554291255167,0.00541011292048739,Inf,1.98802303825993,0.0468091420714436
QTL fixation,DV - R,CV,2X,Chr,200,8,5,negative_QTL,0.0165506679747951,0.00541011292048736,Inf,3.05920933962764,0.00221922018010318
QTL fixation,DV - R,GW,2X,Chr,200,8,5,negative_QTL,0.0157843463251211,0.0054101129204874,Inf,2.91756319269194,0.00352778157703152
QTL fixation,DV - R,CV,2X,Peri,200,8,5,negative_QTL,0.0188490262394695,0.00541011292048734,Inf,3.48403564149112,0.000493913710008651
QTL fixation,DV - R,GW,2X,Peri,200,8,5,negative_QTL,0.0209926206451999,0.00541011292048715,Inf,3.88025554248684,0.000104346774948061
QTL fixation,DV - R,CV,20X,WT,200,8,5,negative_QTL,0.0162322459175719,0.00541011292048741,Inf,3.00035251687676,0.00269667311223445
QTL fixation,DV - R,GW,20X,WT,200,8,5,negative_QTL,0.0201466836765784,0.00541011292048739,Inf,3.72389337758284,0.000196173802791296
QTL fixation,DV - R,CV,2X,WT,200,8,5,negative_QTL,0.0127893395680805,0.00541011292048738,Inf,2.3639690623922,0.0180803223741853
QTL fixation,DV - R,GW,2X,WT,200,8,5,negative_QTL,0.0189938843179817,0.00541011292048715,Inf,3.51081106755742,0.000446741786286771
QTL fixation,DV - R,CV,20X,Chr,200,2,1,positive_QTL,0.03765402866057,0.00541011292048731,Inf,6.95993396329672,3.40432276925011e-12
QTL fixation,DV - R,GW,20X,Chr,200,2,1,positive_QTL,0.0308534022734398,0.00541011292048738,Inf,5.70291280919519,1.17777235057865e-08
QTL fixation,DV - R,CV,2X,Chr,200,2,1,positive_QTL,0.0388599722241152,0.00541011292048746,Inf,7.1828393963751,6.82782920303605e-13
QTL fixation,DV - R,GW,2X,Chr,200,2,1,positive_QTL,0.0332493007974738,0.00541011292048731,Inf,6.14576835754455,7.95773469265125e-10
QTL fixation,DV - R,CV,20X,Peri,200,2,1,positive_QTL,0.030365673373213,0.00541011292048733,Inf,5.61276147457523,1.99122993576233e-08
QTL fixation,DV - R,GW,20X,Peri,200,2,1,positive_QTL,0.0267329352692073,0.00541011292048733,Inf,4.94128970357966,7.76074932235795e-07
QTL fixation,DV - R,CV,2X,Peri,200,2,1,positive_QTL,0.0333481814800686,0.00541011292048734,Inf,6.16404536655487,7.09096130311443e-10
QTL fixation,DV - R,GW,2X,Peri,200,2,1,positive_QTL,0.0292165012373137,0.00541011292048714,Inf,5.40034961685847,6.65111464893948e-08
QTL fixation,DV - R,CV,20X,WT,200,2,1,positive_QTL,0.0367091804422029,0.00541011292048746,Inf,6.78528913937999,1.1585424725626e-11
QTL fixation,DV - R,GW,20X,WT,200,2,1,positive_QTL,0.0308294197170669,0.00541011292048735,Inf,5.69847989684654,1.20880384101599e-08
QTL fixation,DV - R,CV,2X,WT,200,2,1,positive_QTL,0.0346013445967232,0.00541011292048732,Inf,6.39567881581415,1.59835666106626e-10
QTL fixation,DV - R,GW,2X,WT,200,2,1,positive_QTL,0.0333555180172097,0.00541011292048732,Inf,6.16540144493049,7.03045472641213e-10
QTL fixation,DV - R,CV,20X,Chr,200,8,1,positive_QTL,0.0365057070692903,0.00541011292048722,Inf,6.74767931941848,1.50228516602483e-11
QTL fixation,DV - R,GW,20X,Chr,200,8,1,positive_QTL,0.0331007145889343,0.00541011292048735,Inf,6.11830382755717,9.45766161715946e-10
QTL fixation,DV - R,CV,2X,Chr,200,8,1,positive_QTL,0.0310381074798532,0.00541011292048733,Inf,5.73705353955113,9.63378100079336e-09
QTL fixation,DV - R,GW,2X,Chr,200,8,1,positive_QTL,0.0289453706348989,0.00541011292048732,Inf,5.35023410052809,8.78405284381174e-08
QTL fixation,DV - R,CV,20X,Peri,200,8,1,positive_QTL,0.0322257248537461,0.00541011292048733,Inf,5.95657157759349,2.57584324310924e-09
QTL fixation,DV - R,GW,20X,Peri,200,8,1,positive_QTL,0.0247970462947385,0.0054101129204873,Inf,4.58346187208695,4.5734030786109e-06
QTL fixation,DV - R,CV,2X,Peri,200,8,1,positive_QTL,0.0332680793874098,0.00541011292048735,Inf,6.14923937380831,7.78554037724727e-10
QTL fixation,DV - R,GW,2X,Peri,200,8,1,positive_QTL,0.0280913502249888,0.0054101129204873,Inf,5.19237780021393,2.07625144315483e-07
QTL fixation,DV - R,CV,20X,WT,200,8,1,positive_QTL,0.0318952752579213,0.00541011292048736,Inf,5.89549159632847,3.7356752210834e-09
QTL fixation,DV - R,GW,20X,WT,200,8,1,positive_QTL,0.0292192204540114,0.00541011292048741,Inf,5.40085223422268,6.63250428914971e-08
QTL fixation,DV - R,CV,2X,WT,200,8,1,positive_QTL,0.0326221449816341,0.00541011292048729,Inf,6.02984548771595,1.64116511711011e-09
QTL fixation,DV - R,GW,2X,WT,200,8,1,positive_QTL,0.027156420622588,0.0054101129204872,Inf,5.01956632360688,5.17882629848901e-07
QTL fixation,DV - R,CV,2X,Chr,2,2,2,positive_QTL,-0.0119047619045224,0.00541011292048734,Inf,-2.20046458909217,0.0277739496499487
QTL fixation,DV - R,CV,20X,Peri,2,2,2,positive_QTL,-0.0130952380944516,0.00541011292048726,Inf,-2.42051104790473,0.015498708329227
QTL fixation,DV - R,CV,20X,WT,2,2,2,positive_QTL,-0.0138095238087899,0.00541011292048735,Inf,-2.55253892326261,0.0106940959819108
QTL fixation,DV - R,CV,20X,Chr,200,2,2,positive_QTL,0.0185278448544444,0.00541011292048733,Inf,3.42466878727838,0.000615549350330053
QTL fixation,DV - R,GW,20X,Chr,200,2,2,positive_QTL,0.0162556123728901,0.00541011292048732,Inf,3.00467154970693,0.00265867781495316
QTL fixation,DV - R,CV,2X,Chr,200,2,2,positive_QTL,0.0237061705606403,0.00541011292048733,Inf,4.3818254644683,1.17689073110726e-05
QTL fixation,DV - R,GW,2X,Chr,200,2,2,positive_QTL,0.016259183465825,0.00541011292048745,Inf,3.00533162704487,0.00265291429421685
QTL fixation,DV - R,CV,20X,Peri,200,2,2,positive_QTL,0.0180448641192649,0.00541011292048722,Inf,3.33539509885864,0.000851782839030619
QTL fixation,DV - R,GW,20X,Peri,200,2,2,positive_QTL,0.0120983066426084,0.00541011292048726,Inf,2.23623920986824,0.0253361060710443
QTL fixation,DV - R,CV,2X,Peri,200,2,2,positive_QTL,0.0198338027876036,0.00541011292048732,Inf,3.66606077897114,0.000246315406990434
QTL fixation,DV - R,GW,2X,Peri,200,2,2,positive_QTL,0.0184838069158901,0.00541011292048754,Inf,3.41652885763138,0.000634249412578899
QTL fixation,DV - R,CV,20X,WT,200,2,2,positive_QTL,0.0220760394553407,0.0054101129204873,Inf,4.08051361954794,4.49362961071179e-05
QTL fixation,DV - R,GW,20X,WT,200,2,2,positive_QTL,0.0180886348507428,0.00541011292048739,Inf,3.34348563820979,0.000827329762825418
QTL fixation,DV - R,CV,2X,WT,200,2,2,positive_QTL,0.0205566969698681,0.00541011292048735,Inf,3.79967983515145,0.000144883143899201
QTL fixation,DV - R,GW,2X,WT,200,2,2,positive_QTL,0.0173872654597753,0.00541011292048744,Inf,3.21384520347659,0.00130970259952376
QTL fixation,DV - R,CV,2X,Chr,2,8,2,positive_QTL,-0.0123809523807742,0.00541011292048727,Inf,-2.28848317266899,0.0221093989557887
QTL fixation,DV - R,CV,20X,Peri,2,8,2,positive_QTL,-0.0178571428573298,0.00541011292048718,Inf,-3.30069688373931,0.000964450182928729
QTL fixation,DV - R,CV,2X,Peri,2,8,2,positive_QTL,-0.0164285714285638,0.00541011292048723,Inf,-3.03664113300693,0.00239230086062786
QTL fixation,DV - R,CV,20X,WT,2,8,2,positive_QTL,-0.011428571428716,0.00541011292048732,Inf,-2.11244600559771,0.0346482125435307
QTL fixation,DV - R,CV,2X,WT,2,8,2,positive_QTL,-0.0259523809523865,0.00541011292048723,Inf,-4.79701280431856,1.61049310375824e-06
QTL fixation,DV - R,CV,20X,Chr,200,8,2,positive_QTL,0.0252352697106785,0.00541011292048725,Inf,4.66446266123512,3.09424507187513e-06
QTL fixation,DV - R,GW,20X,Chr,200,8,2,positive_QTL,0.0235400564648269,0.00541011292048732,Inf,4.35112109687842,1.35443218022532e-05
QTL fixation,DV - R,CV,2X,Chr,200,8,2,positive_QTL,0.0256935711565021,0.0054101129204873,Inf,4.74917465386061,2.04248494821409e-06
