response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic gain,2 - 200,Peri,20X,2,5,GW,R,-0.679055195791184,0.134862247914549,Inf,-5.03517630984056,4.77409215492552e-07
Genetic gain,2 - 200,WT,20X,2,5,GW,R,-0.661302997028168,0.13486224791455,Inf,-4.90354422571375,9.41227390602006e-07
Genetic gain,2 - 200,Chr,2X,2,5,GW,R,-0.765369678349625,0.13486224791455,Inf,-5.67519591423814,1.38530019599153e-08
Genetic gain,2 - 200,Peri,2X,2,5,GW,R,-0.827981931298032,0.134862247914549,Inf,-6.13946411320871,8.28003263564222e-10
Genetic gain,2 - 200,WT,2X,2,5,GW,R,-0.765627981596916,0.134862247914551,Inf,-5.67711122598236,1.36988405791969e-08
Genetic gain,2 - 200,Chr,20X,8,5,GW,R,-2.37612177623056,0.13486224791455,Inf,-17.6188801015396,1.76463723599284e-69
Genetic gain,2 - 200,Peri,20X,8,5,GW,R,-2.90116358021113,0.13486224791455,Inf,-21.5120511861061,1.20075720313108e-102
Genetic gain,2 - 200,WT,20X,8,5,GW,R,-3.09784553160976,0.134862247914548,Inf,-22.9704426517689,9.20688985351992e-117
Genetic gain,2 - 200,Chr,2X,8,5,GW,R,-2.81228069901711,0.13486224791455,Inf,-20.8529869737824,1.43198404501656e-96
Genetic gain,2 - 200,Peri,2X,8,5,GW,R,-3.06776592717296,0.134862247914548,Inf,-22.7474031807387,1.52250833706749e-114
Genetic gain,2 - 200,WT,2X,8,5,GW,R,-2.9720010777777,0.134862247914545,Inf,-22.0373093562914,1.2643096432123e-107
